MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,WelcomeMessage.stopped,Baseline1.started,Noise.started,Baseline1.stopped,Baseline2.started,Baseline2.stopped,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Noise.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ2.csv,music\Q2\MT0012124855.wav,0,0,0,0,0,2,2,1,0,2,2,2,,,,,,,,233.2451697999495,244.71223469998222,244.7512286999845,245.2580971000134,,,,,,07,3,True,2023-02-06_15h44.30.096,BrainplaybackQuadrants,2022.2.4,59.81970342682646,
MusicListQ2.csv,,0,0,0,0,0,2,2,1,,,,,,,,,,,,,,,,,,,,,07,3,True,2023-02-06_15h44.30.096,BrainplaybackQuadrants,2022.2.4,59.81970342682646,
MusicListQ3.csv,music\Q3\MT0005262725.wav,0,0,0,0,0,3,3,2,0,0,0,0,,,245.2580971000134,257.2127550999867,257.26268829999026,269.22243700001854,,281.26359389995923,292.71402399998624,292.7640567999915,293.23729929997353,,,,,,07,3,True,2023-02-06_15h44.30.096,BrainplaybackQuadrants,2022.2.4,59.81970342682646,
MusicListQ3.csv,music\Q3\MT0011594970.wav,0,0,0,0,0,3,3,2,0,1,1,2,,,,,,,,293.2472310999874,304.71444619999966,304.75161169999046,305.2362811000203,,,,,,07,3,True,2023-02-06_15h44.30.096,BrainplaybackQuadrants,2022.2.4,59.81970342682646,
MusicListQ3.csv,music\Q3\MT0011440705.wav,0,0,0,0,0,3,3,2,0,2,2,1,,,,,,,,305.24777249997715,316.7148928999668,316.75188260001596,317.2999095999985,,,,,,07,3,True,2023-02-06_15h44.30.096,BrainplaybackQuadrants,2022.2.4,59.81970342682646,
MusicListQ3.csv,,0,0,0,0,0,3,3,2,,,,,,,,,,,,,,,,,,,,,07,3,True,2023-02-06_15h44.30.096,BrainplaybackQuadrants,2022.2.4,59.81970342682646,
,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,07,3,True,2023-02-06_15h44.30.096,BrainplaybackQuadrants,2022.2.4,59.81970342682646,
MusicListQ2.csv,music\Q2\MT0011145388.wav,1,0,1,0,0,0,0,1,0,0,0,0,,,317.2999095999985,329.2986687999801,329.3153308000183,341.3018789999769,,353.34953010000754,364.7999605999794,364.85170489997836,365.3236993000028,,,,,,07,3,True,2023-02-06_15h44.30.096,BrainplaybackQuadrants,2022.2.4,59.81970342682646,
MusicListQ2.csv,music\Q2\MT0008455201.wav,1,0,1,0,0,0,0,1,0,1,1,1,,,,,,,,365.3332784999511,376.8003723999718,376.8424908000161,377.32157749996986,,,,,,07,3,True,2023-02-06_15h44.30.096,BrainplaybackQuadrants,2022.2.4,59.81970342682646,
MusicListQ2.csv,music\Q2\MT0003311798.wav,1,0,1,0,0,0,0,1,0,2,2,2,,,,,,,,377.33370889996877,388.80086209997535,388.84122369997203,389.3545456000138,,,,,,07,3,True,2023-02-06_15h44.30.096,BrainplaybackQuadrants,2022.2.4,59.81970342682646,
MusicListQ2.csv,,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,07,3,True,2023-02-06_15h44.30.096,BrainplaybackQuadrants,2022.2.4,59.81970342682646,
MusicListQ4.csv,music\Q4\MT0012862507.wav,1,0,1,0,0,1,1,3,0,0,0,0,,,389.3545456000138,401.30132309999317,401.3679450000054,413.30197229998885,425.3325441000052,425.3354937999975,436.7859267999884,436.84128940000664,437.3127618000144,413.30197229998885,,,,,07,3,True,2023-02-06_15h44.30.096,BrainplaybackQuadrants,2022.2.4,59.81970342682646,
MusicListQ4.csv,music\Q4\MT0001877603.wav,1,0,1,0,0,1,1,3,0,1,1,2,,,,,,,,437.31919159996323,448.7863436000189,448.8318545999937,449.31269489997067,,,,,,07,3,True,2023-02-06_15h44.30.096,BrainplaybackQuadrants,2022.2.4,59.81970342682646,
MusicListQ4.csv,music\Q4\MT0010758927.wav,1,0,1,0,0,1,1,3,0,2,2,1,,,,,,,,449.3196847999934,460.7868205999839,460.83192159998,461.3419087000075,,,,,,07,3,True,2023-02-06_15h44.30.096,BrainplaybackQuadrants,2022.2.4,59.81970342682646,
MusicListQ4.csv,,1,0,1,0,0,1,1,3,,,,,,,,,,,,,,,,,,,,,07,3,True,2023-02-06_15h44.30.096,BrainplaybackQuadrants,2022.2.4,59.81970342682646,
MusicListQ1.csv,music\Q1\MT0011957429.wav,1,0,1,0,0,2,2,0,0,0,0,0,,,461.3419087000075,473.2872410999844,473.35392759996466,485.29184209997766,,497.3382685999968,508.78876560000936,508.8419065999915,509.31241939996835,485.29184209997766,,,,,07,3,True,2023-02-06_15h44.30.096,BrainplaybackQuadrants,2022.2.4,59.81970342682646,
MusicListQ1.csv,music\Q1\MT0002532237.wav,1,0,1,0,0,2,2,0,0,1,1,2,,,,,,,,509.3220621999935,520.789179400017,520.8323271999834,521.3177739999956,,,,,,07,3,True,2023-02-06_15h44.30.096,BrainplaybackQuadrants,2022.2.4,59.81970342682646,
MusicListQ1.csv,music\Q1\MT0009845271.wav,1,0,1,0,0,2,2,0,0,2,2,1,,,,,,,,521.3225222000037,532.789591400011,532.8326707999804,533.3284033999662,,,,,,07,3,True,2023-02-06_15h44.30.096,BrainplaybackQuadrants,2022.2.4,59.81970342682646,
MusicListQ1.csv,,1,0,1,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,,07,3,True,2023-02-06_15h44.30.096,BrainplaybackQuadrants,2022.2.4,59.81970342682646,
MusicListQ3.csv,music\Q3\MT0001982863.wav,1,0,1,0,0,3,3,2,0,0,0,2,,,533.3284033999662,545.2898627999821,545.3398997000186,557.2920232000179,,569.3408301000018,580.7911565999966,580.8414911999716,581.315557599999,,,,,,07,3,True,2023-02-06_15h44.30.096,BrainplaybackQuadrants,2022.2.4,59.81970342682646,
MusicListQ3.csv,music\Q3\MT0010375510.wav,1,0,1,0,0,3,3,2,0,1,1,0,,,,,,,,581.3245123999659,592.7915892999736,592.8320946000167,593.3001352999709,,,,,,07,3,True,2023-02-06_15h44.30.096,BrainplaybackQuadrants,2022.2.4,59.81970342682646,
MusicListQ3.csv,music\Q3\MT0007550652.wav,1,0,1,0,0,3,3,2,0,2,2,1,,,,,,,,593.3082671999582,604.7920949999825,604.8117341999896,605.4403621999663,,,,,,07,3,True,2023-02-06_15h44.30.096,BrainplaybackQuadrants,2022.2.4,59.81970342682646,
MusicListQ3.csv,,1,0,1,0,0,3,3,2,,,,,,,,,,,,,,,,,,,,,07,3,True,2023-02-06_15h44.30.096,BrainplaybackQuadrants,2022.2.4,59.81970342682646,
,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,07,3,True,2023-02-06_15h44.30.096,BrainplaybackQuadrants,2022.2.4,59.81970342682646,
,,,,,,,,,,,,,,,,,,,,,,,,,,605.4403621999663,629.3929003999801,629.4429490999901,630.3930051000207,,,,,,,,
