musics,n,order
music\Q2\MT0009253118.wav,1.0,1.0
music\Q2\MT0004882280.wav,1.0,2.0
music\Q2\MT0011458668.wav,1.0,0.0

extraInfo
participant,18
session,1
trigger,True
date,2023-08-03_15h38.54.002
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.732731864508544
﻿musics,n,order
music\Q1\MT0010489498.wav,1.0,0.0
music\Q1\MT0004141823.wav,1.0,2.0
music\Q1\MT0012396528.wav,1.0,1.0

extraInfo
participant,18
session,1
trigger,True
date,2023-08-03_15h38.54.002
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.732731864508544
﻿musics,n,order
music\Q4\MT0011376343.wav,1.0,0.0
music\Q4\MT0004759106.wav,1.0,2.0
music\Q4\MT0013177702.wav,1.0,1.0

extraInfo
participant,18
session,1
trigger,True
date,2023-08-03_15h38.54.002
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.732731864508544
﻿musics,n,order
music\Q3\MT0008399774.wav,1.0,0.0
music\Q3\MT0003420996.wav,1.0,1.0
music\Q3\MT0011032905.wav,1.0,2.0

extraInfo
participant,18
session,1
trigger,True
date,2023-08-03_15h38.54.002
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.732731864508544
﻿musics,n,order
music\Q1\MT0005752234.wav,1.0,1.0
music\Q1\MT0004711079.wav,1.0,2.0
music\Q1\MT0011104152.wav,1.0,0.0

extraInfo
participant,18
session,1
trigger,True
date,2023-08-03_15h38.54.002
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.732731864508544
﻿musics,n,order
music\Q4\MT0006254062.wav,1.0,1.0
music\Q4\MT0005091539.wav,1.0,2.0
music\Q4\MT0011895175.wav,1.0,0.0

extraInfo
participant,18
session,1
trigger,True
date,2023-08-03_15h38.54.002
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.732731864508544
﻿musics,n,order
music\Q3\MT0004978135.wav,1.0,1.0
music\Q3\MT0003863509.wav,1.0,0.0
music\Q3\MT0008979040.wav,1.0,2.0

extraInfo
participant,18
session,1
trigger,True
date,2023-08-03_15h38.54.002
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.732731864508544
﻿musics,n,order
music\Q2\MT0006510599.wav,1.0,1.0
music\Q2\MT0005039941.wav,1.0,2.0
music\Q2\MT0009601423.wav,1.0,0.0

extraInfo
participant,18
session,1
trigger,True
date,2023-08-03_15h38.54.002
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.732731864508544
