MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,Baseline1.started,Noise.started,Baseline1.stopped,Baseline2.started,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Baseline2.stopped,Noise.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ2.csv,music\Q2\MT0011458668.wav,0,0,0,0,0,0,0,1,0,0,0,2,898.1106498999998,915.4264082000009,927.3775782899993,927.4268850999997,939.3840216999997,951.4445522599999,962.8782035000004,962.9544649,963.4064378000003,,,,,,,18,1,True,2023-08-03_15h38.54.002,BrainplaybackQuadrants,2022.2.4,59.732731864508544,
MusicListQ2.csv,music\Q2\MT0009253118.wav,0,0,0,0,0,0,0,1,0,1,1,0,,,,,,963.41149787,974.8792567,974.9264619999994,975.4017710999997,,,,,,,18,1,True,2023-08-03_15h38.54.002,BrainplaybackQuadrants,2022.2.4,59.732731864508544,
MusicListQ2.csv,music\Q2\MT0004882280.wav,0,0,0,0,0,0,0,1,0,2,2,1,,,,,,975.4120296700003,986.8791091000003,986.9164246,987.3947391999991,,,,,,,18,1,True,2023-08-03_15h38.54.002,BrainplaybackQuadrants,2022.2.4,59.732731864508544,
MusicListQ2.csv,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,18,1,True,2023-08-03_15h38.54.002,BrainplaybackQuadrants,2022.2.4,59.732731864508544,
MusicListQ1.csv,music\Q1\MT0010489498.wav,0,0,0,0,0,1,1,0,0,0,0,0,,987.3947391999991,999.3819704899997,999.3989918000007,1011.3799727000005,1023.4137218699998,1034.8813676000009,1034.9144598000003,1035.4110683,1023.4116928000003,,,,,,18,1,True,2023-08-03_15h38.54.002,BrainplaybackQuadrants,2022.2.4,59.732731864508544,
MusicListQ1.csv,music\Q1\MT0012396528.wav,0,0,0,0,0,1,1,0,0,1,1,2,,,,,,1035.4142024699995,1046.8817872,1046.9244120000003,1047.4114788999996,,,,,,,18,1,True,2023-08-03_15h38.54.002,BrainplaybackQuadrants,2022.2.4,59.732731864508544,
MusicListQ1.csv,music\Q1\MT0004141823.wav,0,0,0,0,0,1,1,0,0,2,2,1,,,,,,1047.4146183699995,1058.8841107999997,1058.9246206999997,1059.4064620000008,,,,,,,18,1,True,2023-08-03_15h38.54.002,BrainplaybackQuadrants,2022.2.4,59.732731864508544,
MusicListQ1.csv,,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,18,1,True,2023-08-03_15h38.54.002,BrainplaybackQuadrants,2022.2.4,59.732731864508544,
MusicListQ4.csv,music\Q4\MT0011376343.wav,0,0,0,0,0,2,2,3,0,0,0,0,,1059.4064620000008,1071.3845767900002,1071.4178618999995,1083.3682898999996,1095.4187386699996,1106.8694314999993,1106.9244313,1107.3946477999998,1095.4131957999998,,,,,,18,1,True,2023-08-03_15h38.54.002,BrainplaybackQuadrants,2022.2.4,59.732731864508544,
MusicListQ4.csv,music\Q4\MT0013177702.wav,0,0,0,0,0,2,2,3,0,1,1,2,,,,,,1107.4028443700008,1118.8862750999997,1118.9053882999997,,,,,,,,18,1,True,2023-08-03_15h38.54.002,BrainplaybackQuadrants,2022.2.4,59.732731864508544,
MusicListQ4.csv,music\Q4\MT0004759106.wav,0,0,0,0,0,2,2,3,0,2,2,1,,,,,,1119.4199048699993,1130.8703004,1130.9246881,1131.3867995,,,,,,,18,1,True,2023-08-03_15h38.54.002,BrainplaybackQuadrants,2022.2.4,59.732731864508544,
MusicListQ4.csv,,0,0,0,0,0,2,2,3,,,,,,,,,,,,,,,,,,,,18,1,True,2023-08-03_15h38.54.002,BrainplaybackQuadrants,2022.2.4,59.732731864508544,
MusicListQ3.csv,music\Q3\MT0008399774.wav,0,0,0,0,0,3,3,2,0,0,0,0,,1131.3867995,1143.3703809899998,1143.3870762000006,1155.3752877999996,1167.4213079700003,1178.8719653000007,1178.9360840000008,1179.3909549,,,,,,,18,1,True,2023-08-03_15h38.54.002,BrainplaybackQuadrants,2022.2.4,59.732731864508544,
