MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,Baseline1.started,Noise.started,Baseline1.stopped,Baseline2.started,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Baseline2.stopped,Noise.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ3.csv,music\Q3\MT0003420996.wav,0,0,0,0,0,3,3,2,0,1,1,1,,,,,,1179.4050216699998,1190.8724490000004,1190.9145423999998,1191.4001461999997,,,,,,,18,1,True,2023-08-03_15h38.54.002,BrainplaybackQuadrants,2022.2.4,59.732731864508544,
MusicListQ3.csv,music\Q3\MT0011032905.wav,0,0,0,0,0,3,3,2,0,2,2,2,,,,,,1191.4054013700006,1202.8728732,1202.9246452000007,1203.4269471000007,,,,,,,18,1,True,2023-08-03_15h38.54.002,BrainplaybackQuadrants,2022.2.4,59.732731864508544,
MusicListQ3.csv,,0,0,0,0,0,3,3,2,,,,,,,,,,,,,,,,,,,,18,1,True,2023-08-03_15h38.54.002,BrainplaybackQuadrants,2022.2.4,59.732731864508544,
,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,18,1,True,2023-08-03_15h38.54.002,BrainplaybackQuadrants,2022.2.4,59.732731864508544,
MusicListQ1.csv,music\Q1\MT0011104152.wav,1,0,1,0,0,0,0,0,0,0,0,2,,1203.4269471000007,1215.4205615899991,1215.4372163000007,1227.4249872,1239.4888789600009,1250.9225977999995,1250.9953375999994,1251.4559129999998,,,,,,,18,1,True,2023-08-03_15h38.54.002,BrainplaybackQuadrants,2022.2.4,59.732731864508544,
MusicListQ1.csv,music\Q1\MT0005752234.wav,1,0,1,0,0,0,0,0,0,1,1,0,,,,,,1251.4559327700008,1262.9230086999996,1262.9643008000003,1263.4656611999999,,,,,,,18,1,True,2023-08-03_15h38.54.002,BrainplaybackQuadrants,2022.2.4,59.732731864508544,
MusicListQ1.csv,music\Q1\MT0004711079.wav,1,0,1,0,0,0,0,0,0,2,2,1,,,,,,1263.4729992600005,1274.9234722,1274.9751625000008,1275.4744066000003,,,,,,,18,1,True,2023-08-03_15h38.54.002,BrainplaybackQuadrants,2022.2.4,59.732731864508544,
MusicListQ1.csv,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,18,1,True,2023-08-03_15h38.54.002,BrainplaybackQuadrants,2022.2.4,59.732731864508544,
MusicListQ4.csv,music\Q4\MT0011895175.wav,1,0,1,0,0,1,1,3,0,0,0,2,,1275.4744066000003,1287.4238948900002,1287.4738632000008,1299.4259122999993,1311.4913701599999,1322.9250900000006,1322.9940958999996,1323.459865500001,,1299.4259122999993,,,,,18,1,True,2023-08-03_15h38.54.002,BrainplaybackQuadrants,2022.2.4,59.732731864508544,
MusicListQ4.csv,music\Q4\MT0006254062.wav,1,0,1,0,0,1,1,3,0,1,1,0,,,,,,1323.4584486700005,1334.9248028000002,1334.9647559999994,1335.4518752000004,,,,,,,18,1,True,2023-08-03_15h38.54.002,BrainplaybackQuadrants,2022.2.4,59.732731864508544,
MusicListQ4.csv,music\Q4\MT0005091539.wav,1,0,1,0,0,1,1,3,0,2,2,1,,,,,,1335.4589336699992,1346.9259237000006,1346.9651419000002,1347.4773019000004,,,,,,,18,1,True,2023-08-03_15h38.54.002,BrainplaybackQuadrants,2022.2.4,59.732731864508544,
MusicListQ4.csv,,1,0,1,0,0,1,1,3,,,,,,,,,,,,,,,,,,,,18,1,True,2023-08-03_15h38.54.002,BrainplaybackQuadrants,2022.2.4,59.732731864508544,
MusicListQ3.csv,music\Q3\MT0003863509.wav,1,0,1,0,0,2,2,2,0,0,0,1,,1347.4773019000004,1359.4263379900003,1359.4763889999995,1371.4341203999993,1383.4939248600003,1394.9109511999995,1395.0051495999996,1395.4530883000007,,,,,,,18,1,True,2023-08-03_15h38.54.002,BrainplaybackQuadrants,2022.2.4,59.732731864508544,
MusicListQ3.csv,music\Q3\MT0004978135.wav,1,0,1,0,0,2,2,2,0,1,1,0,,,,,,1395.4609787600002,1406.9105490000002,1406.9648808999991,1407.4340727,,,,,,,18,1,True,2023-08-03_15h38.54.002,BrainplaybackQuadrants,2022.2.4,59.732731864508544,
MusicListQ3.csv,music\Q3\MT0008979040.wav,1,0,1,0,0,2,2,2,0,2,2,2,,,,,,1407.4447291699998,1418.9116343999995,1418.9616958999995,1419.4428991000004,,,,,,,18,1,True,2023-08-03_15h38.54.002,BrainplaybackQuadrants,2022.2.4,59.732731864508544,
MusicListQ3.csv,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,18,1,True,2023-08-03_15h38.54.002,BrainplaybackQuadrants,2022.2.4,59.732731864508544,
MusicListQ2.csv,music\Q2\MT0009601423.wav,1,0,1,0,0,3,3,1,0,0,0,2,,1419.4428991000004,1431.4121483899999,1431.4454551,1443.4148975000007,1455.4796194600003,1466.920520400001,1466.9864137999994,,,1443.4148975000007,,,,,18,1,True,2023-08-03_15h38.54.002,BrainplaybackQuadrants,2022.2.4,59.732731864508544,
MusicListQ2.csv,music\Q2\MT0006510599.wav,1,0,1,0,0,3,3,1,0,1,1,0,,,,,,1467.46357077,1478.9132522,1478.9659391999994,1479.4383665999994,,,,,,,18,1,True,2023-08-03_15h38.54.002,BrainplaybackQuadrants,2022.2.4,59.732731864508544,
MusicListQ2.csv,music\Q2\MT0005039941.wav,1,0,1,0,0,3,3,1,0,2,2,1,,,,,,1479.4465993699996,1490.9143328999999,1490.9476766999996,1491.5588296000005,,,,,,,18,1,True,2023-08-03_15h38.54.002,BrainplaybackQuadrants,2022.2.4,59.732731864508544,
MusicListQ2.csv,,1,0,1,0,0,3,3,1,,,,,,,,,,,,,,,,,,,,18,1,True,2023-08-03_15h38.54.002,BrainplaybackQuadrants,2022.2.4,59.732731864508544,
,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,18,1,True,2023-08-03_15h38.54.002,BrainplaybackQuadrants,2022.2.4,59.732731864508544,
,,,,,,,,,,,,,,,,,,,,,,,,,1491.5588296000005,1515.5150202000004,1515.5650299999998,1516.5150816000005,,,,,,,,
