musics,n,order
music\Q4\MT0006164654.wav,1.0,0.0
music\Q4\MT0008342962.wav,1.0,1.0
music\Q4\MT0013095380.wav,1.0,2.0

extraInfo
participant,03
session,1
trigger,True
date,2023-01-11_16h35.55.918
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.88353849290654
﻿musics,n,order
music\Q1\MT0005737276.wav,1.0,1.0
music\Q1\MT0008401073.wav,1.0,2.0
music\Q1\MT0012202513.wav,1.0,0.0

extraInfo
participant,03
session,1
trigger,True
date,2023-01-11_16h35.55.918
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.88353849290654
﻿musics,n,order
music\Q3\MT0004922692.wav,1.0,2.0
music\Q3\MT0006555035.wav,1.0,0.0
music\Q3\MT0010804974.wav,1.0,1.0

extraInfo
participant,03
session,1
trigger,True
date,2023-01-11_16h35.55.918
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.88353849290654
﻿musics,n,order
music\Q2\MT0006484633.wav,1.0,1.0
music\Q2\MT0007535042.wav,1.0,2.0
music\Q2\MT0011369407.wav,1.0,0.0

extraInfo
participant,03
session,1
trigger,True
date,2023-01-11_16h35.55.918
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.88353849290654
﻿musics,n,order
music\Q3\MT0001967374.wav,1.0,1.0
music\Q3\MT0001193971.wav,1.0,2.0
music\Q3\MT0033226848.wav,1.0,0.0

extraInfo
participant,03
session,1
trigger,True
date,2023-01-11_16h35.55.918
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.88353849290654
﻿musics,n,order
music\Q4\MT0001768550.wav,1.0,1.0
music\Q4\MT0000901959.wav,1.0,2.0
music\Q4\MT0034106363.wav,1.0,0.0

extraInfo
participant,03
session,1
trigger,True
date,2023-01-11_16h35.55.918
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.88353849290654
﻿musics,n,order
music\Q1\MT0002391847.wav,1.0,0.0
music\Q1\MT0001671399.wav,1.0,1.0
music\Q1\MT0033415296.wav,1.0,2.0

extraInfo
participant,03
session,1
trigger,True
date,2023-01-11_16h35.55.918
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.88353849290654
﻿musics,n,order
music\Q2\MT0003209662.wav,1.0,2.0
music\Q2\MT0001938929.wav,1.0,0.0
music\Q2\MT0034013916.wav,1.0,1.0

extraInfo
participant,03
session,1
trigger,True
date,2023-01-11_16h35.55.918
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.88353849290654
