MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,WelcomeMessage.stopped,Baseline1.started,Noise.started,Baseline1.stopped,Baseline2.started,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Noise.stopped,Baseline2.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ4.csv,music\Q4\MT0034160981.wav,0,0,0,0,0,0,0,3,0,0,0,2,21.531854600005317,38.48332850000588,38.48332850000588,50.437959659990156,50.48748179996619,62.443537699989974,74.48873037999147,85.93943480000598,85.99539419997018,86.46096359996591,,,,,,,08,2,True,2023-02-13_18h23.43.580,BrainplaybackQuadrants,2022.2.4,59.803569211611716,
MusicListQ4.csv,music\Q4\MT0013176970.wav,0,0,0,0,0,0,0,3,0,1,1,1,,,,,,,86.47253448000993,97.93980260001263,97.97323599999072,98.46430039999541,,,,,,,08,2,True,2023-02-13_18h23.43.580,BrainplaybackQuadrants,2022.2.4,59.803569211611716,
MusicListQ4.csv,music\Q4\MT0004584067.wav,0,0,0,0,0,0,0,3,0,2,2,0,,,,,,,98.47239747995627,109.94248249998782,109.98367059999146,110.45146670000395,,,,,,,08,2,True,2023-02-13_18h23.43.580,BrainplaybackQuadrants,2022.2.4,59.803569211611716,
MusicListQ4.csv,,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,08,2,True,2023-02-13_18h23.43.580,BrainplaybackQuadrants,2022.2.4,59.803569211611716,
MusicListQ1.csv,music\Q1\MT0012331779.wav,0,0,0,0,0,1,1,0,0,0,0,1,,,110.45146670000395,122.4406593599997,122.45745960000204,134.4431179999956,146.4908867799968,157.9439515999984,157.99307769996813,158.46108360000653,134.4431179999956,,,,,,08,2,True,2023-02-13_18h23.43.580,BrainplaybackQuadrants,2022.2.4,59.803569211611716,
MusicListQ1.csv,music\Q1\MT0004122617.wav,0,0,0,0,0,1,1,0,0,1,1,0,,,,,,,158.46087851998163,169.9425060999929,169.975518799969,170.45814179995796,,,,,,,08,2,True,2023-02-13_18h23.43.580,BrainplaybackQuadrants,2022.2.4,59.803569211611716,
MusicListQ1.csv,music\Q1\MT0033841575.wav,0,0,0,0,0,1,1,0,0,2,2,2,,,,,,,170.45851701998618,181.94240449997596,181.96301020000828,182.45511489995988,,,,,,,08,2,True,2023-02-13_18h23.43.580,BrainplaybackQuadrants,2022.2.4,59.803569211611716,
MusicListQ1.csv,,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,08,2,True,2023-02-13_18h23.43.580,BrainplaybackQuadrants,2022.2.4,59.803569211611716,
MusicListQ2.csv,music\Q2\MT0034694413.wav,0,0,0,0,0,2,2,1,0,0,0,2,,,182.45511489995988,194.4428098599601,194.459564699966,206.4452728999895,218.47755987997516,229.9448744999827,229.98179210000671,230.46718939999118,,218.471259599959,,,,,08,2,True,2023-02-13_18h23.43.580,BrainplaybackQuadrants,2022.2.4,59.803569211611716,
MusicListQ2.csv,music\Q2\MT0011413068.wav,0,0,0,0,0,2,2,1,0,1,1,1,,,,,,,230.47804337998969,241.94531139999162,241.98205039999448,242.47980319999624,,,,,,,08,2,True,2023-02-13_18h23.43.580,BrainplaybackQuadrants,2022.2.4,59.803569211611716,
MusicListQ2.csv,music\Q2\MT0004867185.wav,0,0,0,0,0,2,2,1,0,2,2,0,,,,,,,242.4785074799729,253.94570999999996,253.99463049997576,254.46122970001306,,,,,,,08,2,True,2023-02-13_18h23.43.580,BrainplaybackQuadrants,2022.2.4,59.803569211611716,
