musics,n,order
music\Q1\MT0007057303.wav,1.0,0.0
music\Q1\MT0013350034.wav,1.0,2.0
music\Q1\MT0013389935.wav,1.0,1.0

extraInfo
participant,01
session,3
trigger,True
date,2022-11-23_15h24.39.806
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.99854803630486
﻿musics,n,order
music\Q3\MT0005262725.wav,1.0,0.0
music\Q3\MT0011440705.wav,1.0,1.0
music\Q3\MT0011594970.wav,1.0,2.0

extraInfo
participant,01
session,3
trigger,True
date,2022-11-23_15h24.39.806
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.99854803630486
﻿musics,n,order
music\Q4\MT0007119529.wav,1.0,0.0
music\Q4\MT0014475915.wav,1.0,1.0
music\Q4\MT0014489361.wav,1.0,2.0

extraInfo
participant,01
session,3
trigger,True
date,2022-11-23_15h24.39.806
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.99854803630486
﻿musics,n,order
music\Q2\MT0006806145.wav,1.0,2.0
music\Q2\MT0012116237.wav,1.0,0.0
music\Q2\MT0012124855.wav,1.0,1.0

extraInfo
participant,01
session,3
trigger,True
date,2022-11-23_15h24.39.806
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.99854803630486
﻿musics,n,order
music\Q4\MT0012862507.wav,1.0,1.0
music\Q4\MT0010758927.wav,1.0,0.0
music\Q4\MT0001877603.wav,1.0,2.0

extraInfo
participant,01
session,3
trigger,True
date,2022-11-23_15h24.39.806
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.99854803630486
﻿musics,n,order
music\Q1\MT0011957429.wav,1.0,0.0
music\Q1\MT0009845271.wav,1.0,2.0
music\Q1\MT0002532237.wav,1.0,1.0

extraInfo
participant,01
session,3
trigger,True
date,2022-11-23_15h24.39.806
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.99854803630486
﻿musics,n,order
music\Q3\MT0010375510.wav,1.0,0.0
music\Q3\MT0007550652.wav,1.0,1.0
music\Q3\MT0001982863.wav,1.0,2.0

extraInfo
participant,01
session,3
trigger,True
date,2022-11-23_15h24.39.806
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.99854803630486
﻿musics,n,order
music\Q2\MT0011145388.wav,1.0,1.0
music\Q2\MT0008455201.wav,1.0,2.0
music\Q2\MT0003311798.wav,1.0,0.0

extraInfo
participant,01
session,3
trigger,True
date,2022-11-23_15h24.39.806
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.99854803630486
