MusicsSelect,n,order
MusicListQ1.csv,1.0,1.0
MusicListQ2.csv,1.0,0.0
MusicListQ3.csv,1.0,3.0
MusicListQ4.csv,1.0,2.0

extraInfo
participant,10
session,2
trigger,True
date,2023-03-02_15h07.49.991
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.96534003307118
﻿MusicsSelect,n,order
MusicListQ1.csv,1.0,0.0
MusicListQ2.csv,1.0,1.0
MusicListQ3.csv,1.0,3.0
MusicListQ4.csv,1.0,2.0

extraInfo
participant,10
session,2
trigger,True
date,2023-03-02_15h07.49.991
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.96534003307118
