MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,WelcomeMessage.stopped,Baseline1.started,Noise.started,Baseline1.stopped,Baseline2.started,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Noise.stopped,Baseline2.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ4.csv,music\Q4\MT0003778826.wav,0,0,0,0,0,0,0,3,0,0,0,1,29.634422299990547,36.02839310000127,36.02839310000127,47.976260419993196,48.04246099999,59.98327630000131,72.04395448000287,83.47990369999025,83.54496030000155,84.02397189999465,,,,,,,01,1,True,2022-11-23_15h00.32.477,brainplayback_quadrants,2022.2.4,59.96336238583155,
MusicListQ4.csv,music\Q4\MT0000922312.wav,0,0,0,0,0,0,0,3,0,1,1,0,,,,,,,84.02945457999886,95.48003609999432,95.5351304999931,96.02674089999346,,,,,,,01,1,True,2022-11-23_15h00.32.477,brainplayback_quadrants,2022.2.4,59.96336238583155,
MusicListQ4.csv,music\Q4\MT0033461826.wav,0,0,0,0,0,0,0,3,0,2,2,2,,,,,,,96.02984758000821,107.48075940000126,107.53494689999206,107.98650109999289,,,,,,,01,1,True,2022-11-23_15h00.32.477,brainplayback_quadrants,2022.2.4,59.96336238583155,
MusicListQ4.csv,,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,01,1,True,2022-11-23_15h00.32.477,brainplayback_quadrants,2022.2.4,59.96336238583155,
MusicListQ1.csv,music\Q1\MT0001680969.wav,0,0,0,0,0,1,1,0,0,0,0,0,,,107.98650109999289,119.9812516200036,119.99756829999387,131.98517059998994,144.03003316000104,155.47990839999693,155.5347727999906,156.00818000000436,,,,,,,01,1,True,2022-11-23_15h00.32.477,brainplayback_quadrants,2022.2.4,59.96336238583155,
MusicListQ1.csv,music\Q1\MT0003669917.wav,0,0,0,0,0,1,1,0,0,1,1,1,,,,,,,156.01383306000207,167.4810196000035,167.5253587000043,168.04244829999516,,,,,,,01,1,True,2022-11-23_15h00.32.477,brainplayback_quadrants,2022.2.4,59.96336238583155,
MusicListQ1.csv,music\Q1\MT0032405040.wav,0,0,0,0,0,1,1,0,0,2,2,2,,,,,,,168.0475809000054,179.4814772999962,179.55519240000285,179.99473199999193,,,,,,,01,1,True,2022-11-23_15h00.32.477,brainplayback_quadrants,2022.2.4,59.96336238583155,
MusicListQ1.csv,,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,01,1,True,2022-11-23_15h00.32.477,brainplayback_quadrants,2022.2.4,59.96336238583155,
MusicListQ3.csv,music\Q3\MT0003053135.wav,0,0,0,0,0,2,2,2,0,0,0,1,,,179.99473199999193,191.98185971999192,191.99859760000254,203.9935756999912,216.06532460000017,227.4832008999947,227.57377419999102,228.0338941999944,,,,,,,01,1,True,2022-11-23_15h00.32.477,brainplayback_quadrants,2022.2.4,59.96336238583155,
MusicListQ3.csv,music\Q3\MT0001284801.wav,0,0,0,0,0,2,2,2,0,1,1,0,,,,,,,228.032462379997,239.4836207999906,239.5440615999978,240.05150950000098,,,,,,,01,1,True,2022-11-23_15h00.32.477,brainplayback_quadrants,2022.2.4,59.96336238583155,
MusicListQ3.csv,music\Q3\MT0031951901.wav,0,0,0,0,0,2,2,2,0,2,2,2,,,,,,,240.04999909999606,251.48407039999438,251.55533699999796,251.9938181000034,,,,,,,01,1,True,2022-11-23_15h00.32.477,brainplayback_quadrants,2022.2.4,59.96336238583155,
MusicListQ3.csv,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,01,1,True,2022-11-23_15h00.32.477,brainplayback_quadrants,2022.2.4,59.96336238583155,
MusicListQ2.csv,music\Q2\MT0001962373.wav,0,0,0,0,0,3,3,1,0,0,0,0,,,251.9938181000034,263.9844944200013,264.0028588999994,275.99537579999014,288.06854599999497,299.4684860999987,299.5758475000039,300.0168829000031,,,,,,,01,1,True,2022-11-23_15h00.32.477,brainplayback_quadrants,2022.2.4,59.96336238583155,
MusicListQ2.csv,music\Q2\MT0004447086.wav,0,0,0,0,0,3,3,1,0,1,1,1,,,,,,,300.01834028000303,311.4712700999953,311.52550180000253,312.0518621999945,,,,,,,01,1,True,2022-11-23_15h00.32.477,brainplayback_quadrants,2022.2.4,59.96336238583155,
MusicListQ2.csv,music\Q2\MT0033097471.wav,0,0,0,0,0,3,3,1,0,2,2,2,,,,,,,312.0527359999978,323.4699969999929,323.5549772999948,324.0060325999948,,,,,,,01,1,True,2022-11-23_15h00.32.477,brainplayback_quadrants,2022.2.4,59.96336238583155,
MusicListQ2.csv,,0,0,0,0,0,3,3,1,,,,,,,,,,,,,,,,,,,,,01,1,True,2022-11-23_15h00.32.477,brainplayback_quadrants,2022.2.4,59.96336238583155,
