MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,WelcomeMessage.stopped,Baseline1.started,Noise.started,Baseline1.stopped,Baseline2.started,Baseline2.stopped,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Noise.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ4.csv,music\Q4\MT0004584067.wav,0,0,0,0,0,0,0,3,0,0,0,0,11.277203299978282,35.125115900009405,35.125115900009405,47.08536489999388,47.13593240000773,59.069155899982434,71.11584340000991,71.11958479998866,82.5706164999865,82.62701529997867,83.1145026999875,,,,,,04,2,True,2023-01-16_16h36.25.379,BrainplaybackQuadrants,2022.2.4,59.99278886075837,
MusicListQ4.csv,music\Q4\MT0013176970.wav,0,0,0,0,0,0,0,3,0,1,1,1,,,,,,,,83.1205808000057,94.5711046999786,94.62891189998481,95.11220019997563,,,,,,04,2,True,2023-01-16_16h36.25.379,BrainplaybackQuadrants,2022.2.4,59.99278886075837,
MusicListQ4.csv,music\Q4\MT0034160981.wav,0,0,0,0,0,0,0,3,0,2,2,2,,,,,,,,95.12101089996285,106.57145260000834,106.62194330000784,107.07220729999244,,,,,,04,2,True,2023-01-16_16h36.25.379,BrainplaybackQuadrants,2022.2.4,59.99278886075837,
MusicListQ4.csv,,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,04,2,True,2023-01-16_16h36.25.379,BrainplaybackQuadrants,2022.2.4,59.99278886075837,
MusicListQ2.csv,music\Q2\MT0011413068.wav,0,0,0,0,0,1,1,1,0,0,0,1,,,107.07220729999244,119.07201859999914,119.07200599997304,131.07955619995482,,143.14178680001058,154.57520389999263,154.6479704999947,155.11275969998678,,,,,,04,2,True,2023-01-16_16h36.25.379,BrainplaybackQuadrants,2022.2.4,59.99278886075837,
MusicListQ2.csv,music\Q2\MT0034694413.wav,0,0,0,0,0,1,1,1,0,1,1,2,,,,,,,,155.12559779996516,166.575646399986,166.62824940000428,167.13357939996058,,,,,,04,2,True,2023-01-16_16h36.25.379,BrainplaybackQuadrants,2022.2.4,59.99278886075837,
MusicListQ2.csv,music\Q2\MT0004867185.wav,0,0,0,0,0,1,1,1,0,2,2,0,,,,,,,,167.1423796999734,178.5760502999765,178.64852849999443,179.08201839996036,,,,,,04,2,True,2023-01-16_16h36.25.379,BrainplaybackQuadrants,2022.2.4,59.99278886075837,
MusicListQ2.csv,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,04,2,True,2023-01-16_16h36.25.379,BrainplaybackQuadrants,2022.2.4,59.99278886075837,
MusicListQ3.csv,music\Q3\MT0010850805.wav,0,0,0,0,0,2,2,2,0,0,0,1,,,179.08201839996036,191.07655809998977,191.09321349998936,203.0797290999908,,215.12743099996587,226.57618319999892,226.649045499973,227.13657649996458,,,,,,04,2,True,2023-01-16_16h36.25.379,BrainplaybackQuadrants,2022.2.4,59.99278886075837,
MusicListQ3.csv,music\Q3\MT0033345959.wav,0,0,0,0,0,2,2,2,0,1,1,2,,,,,,,,227.14289879996795,238.576683399966,238.6490917999763,239.13832450000336,,,,,,04,2,True,2023-01-16_16h36.25.379,BrainplaybackQuadrants,2022.2.4,59.99278886075837,
MusicListQ3.csv,music\Q3\MT0003402538.wav,0,0,0,0,0,2,2,2,0,2,2,0,,,,,,,,239.14333240000997,250.57707229995867,250.6493088999996,251.10768429999007,,,,,,04,2,True,2023-01-16_16h36.25.379,BrainplaybackQuadrants,2022.2.4,59.99278886075837,
MusicListQ3.csv,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,04,2,True,2023-01-16_16h36.25.379,BrainplaybackQuadrants,2022.2.4,59.99278886075837,
MusicListQ1.csv,music\Q1\MT0033841575.wav,0,0,0,0,0,3,3,0,0,0,0,2,,,251.10768429999007,263.0775103999651,263.1108735000016,275.07971369998995,,287.1283775000134,298.578876399959,298.63905209995573,299.13760859996546,275.07971369998995,,,,,04,2,True,2023-01-16_16h36.25.379,BrainplaybackQuadrants,2022.2.4,59.99278886075837,
MusicListQ1.csv,music\Q1\MT0012331779.wav,0,0,0,0,0,3,3,0,0,1,1,1,,,,,,,,299.14550990000134,310.57923709996976,310.64924489997793,311.10487169999396,,,,,,04,2,True,2023-01-16_16h36.25.379,BrainplaybackQuadrants,2022.2.4,59.99278886075837,
MusicListQ1.csv,music\Q1\MT0004122617.wav,0,0,0,0,0,3,3,0,0,2,2,0,,,,,,,,311.1126609000144,322.5796894999803,322.6203217000002,323.1127630000119,,,,,,04,2,True,2023-01-16_16h36.25.379,BrainplaybackQuadrants,2022.2.4,59.99278886075837,
MusicListQ1.csv,,0,0,0,0,0,3,3,0,,,,,,,,,,,,,,,,,,,,,04,2,True,2023-01-16_16h36.25.379,BrainplaybackQuadrants,2022.2.4,59.99278886075837,
,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,04,2,True,2023-01-16_16h36.25.379,BrainplaybackQuadrants,2022.2.4,59.99278886075837,
MusicListQ4.csv,music\Q4\MT0000235880.wav,1,0,1,0,0,0,0,3,0,0,0,2,,,323.1127630000119,335.1134851999697,335.11346919997595,347.09721400000853,359.1232558999909,359.13100580000315,370.5980983999907,370.6391559999902,371.15616809995845,,,,,,04,2,True,2023-01-16_16h36.25.379,BrainplaybackQuadrants,2022.2.4,59.99278886075837,
MusicListQ4.csv,music\Q4\MT0012888230.wav,1,0,1,0,0,0,0,3,0,1,1,1,,,,,,,,371.1647706999793,382.59849720000057,382.6799008999951,383.16284969996195,,,,,,04,2,True,2023-01-16_16h36.25.379,BrainplaybackQuadrants,2022.2.4,59.99278886075837,
MusicListQ4.csv,music\Q4\MT0011895175.wav,1,0,1,0,0,0,0,3,0,2,2,0,,,,,,,,383.1652132999734,394.59896420000587,394.66972070001066,395.13701070001116,,,,,,04,2,True,2023-01-16_16h36.25.379,BrainplaybackQuadrants,2022.2.4,59.99278886075837,
MusicListQ4.csv,,1,0,1,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,04,2,True,2023-01-16_16h36.25.379,BrainplaybackQuadrants,2022.2.4,59.99278886075837,
MusicListQ3.csv,music\Q3\MT0010468178.wav,1,0,1,0,0,1,1,2,0,0,0,1,,,395.13701070001116,407.09940729999215,407.14941529999487,419.1100453999825,,431.1836356999702,442.6006753999973,442.6891161999665,443.1336239000084,,,,,,04,2,True,2023-01-16_16h36.25.379,BrainplaybackQuadrants,2022.2.4,59.99278886075837,
MusicListQ3.csv,music\Q3\MT0000299291.wav,1,0,1,0,0,1,1,2,0,1,1,2,,,,,,,,443.134047299996,454.6011322999839,454.6393158999854,455.13229079998564,,,,,,04,2,True,2023-01-16_16h36.25.379,BrainplaybackQuadrants,2022.2.4,59.99278886075837,
MusicListQ3.csv,music\Q3\MT0008979040.wav,1,0,1,0,0,1,1,2,0,2,2,0,,,,,,,,455.1344642999698,466.60153909999644,466.6395862000063,467.14152649999596,,,,,,04,2,True,2023-01-16_16h36.25.379,BrainplaybackQuadrants,2022.2.4,59.99278886075837,
MusicListQ3.csv,,1,0,1,0,0,1,1,2,,,,,,,,,,,,,,,,,,,,,04,2,True,2023-01-16_16h36.25.379,BrainplaybackQuadrants,2022.2.4,59.99278886075837,
MusicListQ2.csv,music\Q2\MT0011259078.wav,1,0,1,0,0,2,2,1,0,0,0,1,,,467.14152649999596,479.1019699000055,479.15198480000254,491.1092357999878,,503.1860248000012,514.603066599986,514.6891203999985,515.1630111999693,,,,,,04,2,True,2023-01-16_16h36.25.379,BrainplaybackQuadrants,2022.2.4,59.99278886075837,
MusicListQ2.csv,music\Q2\MT0009601423.wav,1,0,1,0,0,2,2,1,0,1,1,0,,,,,,,,515.1697494999971,526.6034665000043,526.6791186999762,527.1592133999802,,,,,,04,2,True,2023-01-16_16h36.25.379,BrainplaybackQuadrants,2022.2.4,59.99278886075837,
MusicListQ2.csv,music\Q2\MT0000441552.wav,1,0,1,0,0,2,2,1,0,2,2,2,,,,,,,,527.1701613999903,538.6039806999615,538.679087699973,539.1230256999843,,,,,,04,2,True,2023-01-16_16h36.25.379,BrainplaybackQuadrants,2022.2.4,59.99278886075837,
MusicListQ2.csv,,1,0,1,0,0,2,2,1,,,,,,,,,,,,,,,,,,,,,04,2,True,2023-01-16_16h36.25.379,BrainplaybackQuadrants,2022.2.4,59.99278886075837,
MusicListQ1.csv,music\Q1\MT0000414517.wav,1,0,1,0,0,3,3,0,0,0,0,2,,,539.1230256999843,551.1044278999791,551.1377613999648,563.108233899984,,575.1552751999931,586.6057038999861,586.6690121999709,587.1690652999678,,,,,,04,2,True,2023-01-16_16h36.25.379,BrainplaybackQuadrants,2022.2.4,59.99278886075837,
MusicListQ1.csv,music\Q1\MT0011104152.wav,1,0,1,0,0,3,3,0,0,1,1,0,,,,,,,,587.1724060999695,598.6061756999698,598.679260600009,599.1678852000041,,,,,,04,2,True,2023-01-16_16h36.25.379,BrainplaybackQuadrants,2022.2.4,59.99278886075837,
MusicListQ1.csv,music\Q1\MT0011997914.wav,1,0,1,0,0,3,3,0,0,2,2,1,,,,,,,,599.1728530999972,610.6066218999913,610.6794116999954,611.2033497999655,,,,,,04,2,True,2023-01-16_16h36.25.379,BrainplaybackQuadrants,2022.2.4,59.99278886075837,
MusicListQ1.csv,,1,0,1,0,0,3,3,0,,,,,,,,,,,,,,,,,,,,,04,2,True,2023-01-16_16h36.25.379,BrainplaybackQuadrants,2022.2.4,59.99278886075837,
,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,04,2,True,2023-01-16_16h36.25.379,BrainplaybackQuadrants,2022.2.4,59.99278886075837,
,,,,,,,,,,,,,,,,,,,,,,,,,,611.2033497999655,635.1741696000099,635.2075246999739,636.1742356999894,,,,,,,,
