MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,WelcomeMessage.stopped,Baseline1.started,Noise.started,Baseline1.stopped,Baseline2.started,Baseline2.stopped,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Noise.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ2.csv,music\Q2\MT0002399275.wav,0,0,0,0,0,0,0,1,0,0,0,0,26.61426349999965,45.780532400000084,45.780532400000084,57.73835818999869,57.78820489999998,69.72538369999893,81.75361369999882,81.75966177000156,93.22609779999766,93.26575460000095,93.74788640000043,,,,,,11,4,True,2023-03-08_18h14.55.471,BrainplaybackQuadrants,2022.2.4,59.92161054905012,
MusicListQ2.csv,music\Q2\MT0001938929.wav,0,0,0,0,0,0,0,1,0,1,1,2,,,,,,,,93.75974316999928,105.22694679999768,105.2664165999995,105.75050369999735,,,,,,11,4,True,2023-03-08_18h14.55.471,BrainplaybackQuadrants,2022.2.4,59.92161054905012,
MusicListQ2.csv,music\Q2\MT0003019852.wav,0,0,0,0,0,0,0,1,0,2,2,1,,,,,,,,105.76053447000014,117.2274010000001,117.26586639999732,117.7345428999979,,,,,,11,4,True,2023-03-08_18h14.55.471,BrainplaybackQuadrants,2022.2.4,59.92161054905012,
MusicListQ2.csv,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,11,4,True,2023-03-08_18h14.55.471,BrainplaybackQuadrants,2022.2.4,59.92161054905012,
MusicListQ1.csv,music\Q1\MT0001671399.wav,0,0,0,0,0,1,1,0,0,0,0,2,,,117.7345428999979,129.7275845899996,129.7409351999995,141.7360179999996,,153.77857327000092,165.22915309999735,165.2867538999999,165.74448979999943,,,,,,11,4,True,2023-03-08_18h14.55.471,BrainplaybackQuadrants,2022.2.4,59.92161054905012,
MusicListQ1.csv,music\Q1\MT0002297016.wav,0,0,0,0,0,1,1,0,0,1,1,1,,,,,,,,165.74597238000058,177.22920410000006,177.24638389999745,177.74814049999986,,,,,,11,4,True,2023-03-08_18h14.55.471,BrainplaybackQuadrants,2022.2.4,59.92161054905012,
MusicListQ1.csv,music\Q1\MT0002053300.wav,0,0,0,0,0,1,1,0,0,2,2,0,,,,,,,,177.7464073799987,189.22963959999834,189.25613650000014,189.7406594999993,,,,,,11,4,True,2023-03-08_18h14.55.471,BrainplaybackQuadrants,2022.2.4,59.92161054905012,
MusicListQ1.csv,,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,11,4,True,2023-03-08_18h14.55.471,BrainplaybackQuadrants,2022.2.4,59.92161054905012,
MusicListQ4.csv,music\Q4\MT0001641228.wav,0,0,0,0,0,2,2,3,0,0,0,1,,,189.7406594999993,201.73055178999783,201.74681209999835,213.73633159999736,,225.77794366999805,237.23142489999736,237.28603189999922,237.75431709999975,,,,,,11,4,True,2023-03-08_18h14.55.471,BrainplaybackQuadrants,2022.2.4,59.92161054905012,
MusicListQ4.csv,music\Q4\MT0001438043.wav,0,0,0,0,0,2,2,3,0,1,1,0,,,,,,,,237.76500726999947,249.2321477000005,249.26656829999774,249.75399470000048,,,,,,11,4,True,2023-03-08_18h14.55.471,BrainplaybackQuadrants,2022.2.4,59.92161054905012,
MusicListQ4.csv,music\Q4\MT0000901959.wav,0,0,0,0,0,2,2,3,0,2,2,2,,,,,,,,249.76572946999804,261.22901529999945,261.26610660000006,261.74515600000086,,,,,,11,4,True,2023-03-08_18h14.55.471,BrainplaybackQuadrants,2022.2.4,59.92161054905012,
MusicListQ4.csv,,0,0,0,0,0,2,2,3,,,,,,,,,,,,,,,,,,,,,11,4,True,2023-03-08_18h14.55.471,BrainplaybackQuadrants,2022.2.4,59.92161054905012,
MusicListQ3.csv,music\Q3\MT0001542676.wav,0,0,0,0,0,3,3,2,0,0,0,0,,,261.74515600000086,273.7327574900002,273.7497547999992,285.7363665999983,,297.7838080699999,309.234333299999,309.2981359000005,309.75783539999975,,,,,,11,4,True,2023-03-08_18h14.55.471,BrainplaybackQuadrants,2022.2.4,59.92161054905012,
MusicListQ3.csv,music\Q3\MT0001920501.wav,0,0,0,0,0,3,3,2,0,1,1,1,,,,,,,,309.7675135699988,321.2344583999984,321.29618649999975,321.7590444999987,,,,,,11,4,True,2023-03-08_18h14.55.471,BrainplaybackQuadrants,2022.2.4,59.92161054905012,
MusicListQ3.csv,music\Q3\MT0001193971.wav,0,0,0,0,0,3,3,2,0,2,2,2,,,,,,,,321.7679811700014,333.2316241000008,333.2769217999994,333.78052789999856,,,,,,11,4,True,2023-03-08_18h14.55.471,BrainplaybackQuadrants,2022.2.4,59.92161054905012,
MusicListQ3.csv,,0,0,0,0,0,3,3,2,,,,,,,,,,,,,,,,,,,,,11,4,True,2023-03-08_18h14.55.471,BrainplaybackQuadrants,2022.2.4,59.92161054905012,
,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,11,4,True,2023-03-08_18h14.55.471,BrainplaybackQuadrants,2022.2.4,59.92161054905012,
MusicListQ1.csv,music\Q1\MT0002538335.wav,1,0,1,0,0,0,0,0,0,0,0,0,,,333.78052789999856,345.76886209,345.7857679000008,357.765772499999,369.7890471999999,369.7866640800006,381.2702955999994,381.2953635999984,381.78609479999795,357.765772499999,,,,,11,4,True,2023-03-08_18h14.55.471,BrainplaybackQuadrants,2022.2.4,59.92161054905012,
MusicListQ1.csv,music\Q1\MT0009213083.wav,1,0,1,0,0,0,0,0,0,1,1,2,,,,,,,,381.7874384800001,393.2710275999998,393.2958794999977,393.78658670000004,,,,,,11,4,True,2023-03-08_18h14.55.471,BrainplaybackQuadrants,2022.2.4,59.92161054905012,
