MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,WelcomeMessage.stopped,Baseline1.started,Noise.started,Baseline1.stopped,Baseline2.started,Baseline2.stopped,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Noise.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ1.csv,music\Q1\MT0008675527.wav,1,0,1,0,0,0,0,0,0,2,2,1,,,,,,,,393.78778058000023,405.27156339999783,405.2955435999975,405.7929747999988,,,,,,11,4,True,2023-03-08_18h14.55.471,BrainplaybackQuadrants,2022.2.4,59.92161054905012,
MusicListQ1.csv,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,11,4,True,2023-03-08_18h14.55.471,BrainplaybackQuadrants,2022.2.4,59.92161054905012,
MusicListQ4.csv,music\Q4\MT0010485603.wav,1,0,1,0,0,1,1,3,0,0,0,2,,,405.7929747999988,417.77166508999943,417.8049171999992,429.77614679999897,,441.82311516999977,453.2731998999989,453.32634659999894,453.7986557000004,,,,,,11,4,True,2023-03-08_18h14.55.471,BrainplaybackQuadrants,2022.2.4,59.92161054905012,
MusicListQ4.csv,music\Q4\MT0009075362.wav,1,0,1,0,0,1,1,3,0,1,1,1,,,,,,,,453.8064562699997,465.2732417999978,465.31541429999925,465.7986826999986,,,,,,11,4,True,2023-03-08_18h14.55.471,BrainplaybackQuadrants,2022.2.4,59.92161054905012,
MusicListQ4.csv,music\Q4\MT0001942272.wav,1,0,1,0,0,1,1,3,0,2,2,0,,,,,,,,465.80721757000134,477.2741055999977,477.31724269999904,477.79685459999746,,,,,,11,4,True,2023-03-08_18h14.55.471,BrainplaybackQuadrants,2022.2.4,59.92161054905012,
MusicListQ4.csv,,1,0,1,0,0,1,1,3,,,,,,,,,,,,,,,,,,,,,11,4,True,2023-03-08_18h14.55.471,BrainplaybackQuadrants,2022.2.4,59.92161054905012,
MusicListQ3.csv,music\Q3\MT0007043936.wav,1,0,1,0,0,2,2,2,0,0,0,1,,,477.79685459999746,489.7746460900009,489.8078119999991,501.7762640000001,,513.8252878699983,525.2752287000003,525.3271100999991,525.7971500999993,501.7762640000001,,,,,11,4,True,2023-03-08_18h14.55.471,BrainplaybackQuadrants,2022.2.4,59.92161054905012,
MusicListQ3.csv,music\Q3\MT0007438571.wav,1,0,1,0,0,2,2,2,0,1,1,2,,,,,,,,525.8086343699994,537.2755741000001,537.3062212999976,537.802549,,,,,,11,4,True,2023-03-08_18h14.55.471,BrainplaybackQuadrants,2022.2.4,59.92161054905012,
MusicListQ3.csv,music\Q3\MT0002006203.wav,1,0,1,0,0,2,2,2,0,2,2,0,,,,,,,,537.8091711700014,549.2759296000004,549.3163308999974,549.8027126999987,,,,,,11,4,True,2023-03-08_18h14.55.471,BrainplaybackQuadrants,2022.2.4,59.92161054905012,
MusicListQ3.csv,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,11,4,True,2023-03-08_18h14.55.471,BrainplaybackQuadrants,2022.2.4,59.92161054905012,
MusicListQ2.csv,music\Q2\MT0003326925.wav,1,0,1,0,0,3,3,1,0,0,0,0,,,549.8027126999987,561.7767919899991,561.8097734000003,573.776460699999,585.8052613,585.810848570001,597.2780521999994,597.3162114000006,597.8666389999999,573.776460699999,,,,,11,4,True,2023-03-08_18h14.55.471,BrainplaybackQuadrants,2022.2.4,59.92161054905012,
MusicListQ2.csv,music\Q2\MT0007697753.wav,1,0,1,0,0,3,3,1,0,1,1,1,,,,,,,,597.87855163,609.2781585999983,609.3950948999991,609.8050215000003,,,,,,11,4,True,2023-03-08_18h14.55.471,BrainplaybackQuadrants,2022.2.4,59.92161054905012,
MusicListQ2.csv,music\Q2\MT0008346862.wav,1,0,1,0,0,3,3,1,0,2,2,2,,,,,,,,609.8120622699986,621.2788722999976,621.3276076999973,621.8830503999998,,,,,,11,4,True,2023-03-08_18h14.55.471,BrainplaybackQuadrants,2022.2.4,59.92161054905012,
MusicListQ2.csv,,1,0,1,0,0,3,3,1,,,,,,,,,,,,,,,,,,,,,11,4,True,2023-03-08_18h14.55.471,BrainplaybackQuadrants,2022.2.4,59.92161054905012,
,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,11,4,True,2023-03-08_18h14.55.471,BrainplaybackQuadrants,2022.2.4,59.92161054905012,
,,,,,,,,,,,,,,,,,,,,,,,,,,621.8830503999998,645.8461083999973,645.8928735000009,646.8428983999984,,,,,,,,
