MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,WelcomeMessage.stopped,Baseline1.started,Noise.started,Baseline1.stopped,Baseline2.started,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Noise.stopped,Baseline2.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ4.csv,music\Q4\MT0015026293.wav,0,0,0,0,0,2,2,3,0,2,2,2,,,,,,,230.1634545199997,241.63046229999964,241.6743802000001,242.14201759999924,,,,,,,10,1,True,2023-03-02_14h56.35.383,BrainplaybackQuadrants,2022.2.4,59.97120182897216,
MusicListQ4.csv,,0,0,0,0,0,2,2,3,,,,,,,,,,,,,,,,,,,,,10,1,True,2023-03-02_14h56.35.383,BrainplaybackQuadrants,2022.2.4,59.97120182897216,
MusicListQ3.csv,music\Q3\MT0007438571.wav,0,0,0,0,0,3,3,2,0,0,0,0,,,242.14201759999924,254.13339483999917,254.14998359999936,266.1460766,278.18429351999947,289.63458229999924,289.68456779999997,290.1629708999999,,,,,,,10,1,True,2023-03-02_14h56.35.383,BrainplaybackQuadrants,2022.2.4,59.97120182897216,
MusicListQ3.csv,music\Q3\MT0011836290.wav,0,0,0,0,0,3,3,2,0,1,1,2,,,,,,,290.1680938199999,301.6326122999999,301.68421489999946,302.15548969999963,,,,,,,10,1,True,2023-03-02_14h56.35.383,BrainplaybackQuadrants,2022.2.4,59.97120182897216,
MusicListQ3.csv,music\Q3\MT0011391187.wav,0,0,0,0,0,3,3,2,0,2,2,1,,,,,,,302.1666026199993,313.63300509999954,313.67444089999935,314.17774199999985,,,,,,,10,1,True,2023-03-02_14h56.35.383,BrainplaybackQuadrants,2022.2.4,59.97120182897216,
MusicListQ3.csv,,0,0,0,0,0,3,3,2,,,,,,,,,,,,,,,,,,,,,10,1,True,2023-03-02_14h56.35.383,BrainplaybackQuadrants,2022.2.4,59.97120182897216,
,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,10,1,True,2023-03-02_14h56.35.383,BrainplaybackQuadrants,2022.2.4,59.97120182897216,
MusicListQ2.csv,music\Q2\MT0030160582.wav,1,0,1,0,0,0,0,1,0,0,0,0,,,314.17774199999985,326.16739583999913,326.1841894999998,338.17340409999997,350.2183220199997,361.66864149999947,361.72319329999937,362.18939129999944,,,,,,,10,1,True,2023-03-02_14h56.35.383,BrainplaybackQuadrants,2022.2.4,59.97120182897216,
MusicListQ2.csv,music\Q2\MT0028750297.wav,1,0,1,0,0,0,0,1,0,1,1,1,,,,,,,362.2021135199995,373.6690616999995,373.70327799999995,374.18829279999954,,,,,,,10,1,True,2023-03-02_14h56.35.383,BrainplaybackQuadrants,2022.2.4,59.97120182897216,
MusicListQ2.csv,music\Q2\MT0012008752.wav,1,0,1,0,0,0,0,1,0,2,2,2,,,,,,,374.20196991999927,385.6694964999997,385.70409179999933,386.1893119999995,,,,,,,10,1,True,2023-03-02_14h56.35.383,BrainplaybackQuadrants,2022.2.4,59.97120182897216,
MusicListQ2.csv,,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,10,1,True,2023-03-02_14h56.35.383,BrainplaybackQuadrants,2022.2.4,59.97120182897216,
MusicListQ3.csv,music\Q3\MT0026905937.wav,1,0,1,0,0,1,1,2,0,0,0,1,,,386.1893119999995,398.1700484399993,398.20330659999945,410.1730314999995,422.2209962199997,433.6706768999993,433.7235624999994,434.1887321999993,,,,,,,10,1,True,2023-03-02_14h56.35.383,BrainplaybackQuadrants,2022.2.4,59.97120182897216,
MusicListQ3.csv,music\Q3\MT0029877658.wav,1,0,1,0,0,1,1,2,0,1,1,0,,,,,,,434.20412851999953,445.6711083,445.7138572999993,446.19283089999954,,,,,,,10,1,True,2023-03-02_14h56.35.383,BrainplaybackQuadrants,2022.2.4,59.97120182897216,
MusicListQ3.csv,music\Q3\MT0011398970.wav,1,0,1,0,0,1,1,2,0,2,2,2,,,,,,,446.2051202199993,457.67210109999996,457.70504809999966,458.19371559999945,,,,,,,10,1,True,2023-03-02_14h56.35.383,BrainplaybackQuadrants,2022.2.4,59.97120182897216,
MusicListQ3.csv,,1,0,1,0,0,1,1,2,,,,,,,,,,,,,,,,,,,,,10,1,True,2023-03-02_14h56.35.383,BrainplaybackQuadrants,2022.2.4,59.97120182897216,
MusicListQ4.csv,music\Q4\MT0030494794.wav,1,0,1,0,0,2,2,3,0,0,0,1,,,458.19371559999945,470.17268183999965,470.2059845999993,482.1737680999995,494.22330795999966,505.67416689999936,505.7363784999998,506.21007999999983,482.1737680999995,494.2100382999997,,,,,10,1,True,2023-03-02_14h56.35.383,BrainplaybackQuadrants,2022.2.4,59.97120182897216,
MusicListQ4.csv,music\Q4\MT0014134790.wav,1,0,1,0,0,2,2,3,0,1,1,2,,,,,,,506.2243586599994,517.6746034999996,517.7355559999996,518.2179862999992,,,,,,,10,1,True,2023-03-02_14h56.35.383,BrainplaybackQuadrants,2022.2.4,59.97120182897216,
MusicListQ4.csv,music\Q4\MT0031826774.wav,1,0,1,0,0,2,2,3,0,2,2,0,,,,,,,518.2248031599999,529.6750075,529.7355631,530.2266514999992,,,,,,,10,1,True,2023-03-02_14h56.35.383,BrainplaybackQuadrants,2022.2.4,59.97120182897216,
MusicListQ4.csv,,1,0,1,0,0,2,2,3,,,,,,,,,,,,,,,,,,,,,10,1,True,2023-03-02_14h56.35.383,BrainplaybackQuadrants,2022.2.4,59.97120182897216,
MusicListQ1.csv,music\Q1\MT0030487841.wav,1,0,1,0,0,3,3,0,0,0,0,0,,,530.2266514999992,542.1755265399992,542.2421893999999,554.1858276999992,566.2431251599997,577.6767351999997,577.7458522999996,578.2027269999999,,,,,,,10,1,True,2023-03-02_14h56.35.383,BrainplaybackQuadrants,2022.2.4,59.97120182897216,
MusicListQ1.csv,music\Q1\MT0029065626.wav,1,0,1,0,0,3,3,0,0,1,1,1,,,,,,,578.2101981199995,589.6771638999999,589.7165218999999,590.2018054,,,,,,,10,1,True,2023-03-02_14h56.35.383,BrainplaybackQuadrants,2022.2.4,59.97120182897216,
MusicListQ1.csv,music\Q1\MT0013235939.wav,1,0,1,0,0,3,3,0,0,2,2,2,,,,,,,590.2106210199992,601.6769758999999,601.7150703999996,602.2824848,,,,,,,10,1,True,2023-03-02_14h56.35.383,BrainplaybackQuadrants,2022.2.4,59.97120182897216,
MusicListQ1.csv,,1,0,1,0,0,3,3,0,,,,,,,,,,,,,,,,,,,,,10,1,True,2023-03-02_14h56.35.383,BrainplaybackQuadrants,2022.2.4,59.97120182897216,
,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,10,1,True,2023-03-02_14h56.35.383,BrainplaybackQuadrants,2022.2.4,59.97120182897216,
,,,,,,,,,,,,,,,,,,,,,,,,,,602.2824848,626.2451241999997,626.2951136999991,627.2451589000002,,,,,,,,
