MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,Baseline1.started,Noise.started,Baseline1.stopped,Baseline2.started,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ4.csv,music\Q4\MT0010810859.wav,0,0,0,0,0,0,0,3,0,0,0,0,7.692153899999539,26.810051100001147,38.76677998999985,38.81599020000067,50.77016530000037,62.852277849999155,74.26821200000086,74.36233780000111,74.79396749999978,,,,,12,1,True,2023-03-22_17h30.21.716,BrainplaybackQuadrants,2022.2.4,59.9800146592451,
MusicListQ4.csv,music\Q4\MT0000888329.wav,0,0,0,0,0,0,0,3,0,1,1,1,,,,,,74.80227546999994,86.25123820000044,86.31247160000021,86.77606580000065,,,,,12,1,True,2023-03-22_17h30.21.716,BrainplaybackQuadrants,2022.2.4,59.9800146592451,
MusicListQ4.csv,music\Q4\MT0017672677.wav,0,0,0,0,0,0,0,3,0,2,2,2,,,,,,86.78765127000078,98.26906720000079,98.31269830000019,98.7952991000002,,,,,12,1,True,2023-03-22_17h30.21.716,BrainplaybackQuadrants,2022.2.4,59.9800146592451,
MusicListQ4.csv,,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,12,1,True,2023-03-22_17h30.21.716,BrainplaybackQuadrants,2022.2.4,59.9800146592451,
MusicListQ3.csv,music\Q3\MT0013044535.wav,0,0,0,0,0,1,1,2,0,0,0,2,,98.7952991000002,110.76974408999995,110.80285709999953,122.78250710000066,134.82106077000063,146.25578889999997,146.32249980000051,146.7737073999997,,,,,12,1,True,2023-03-22_17h30.21.716,BrainplaybackQuadrants,2022.2.4,59.9800146592451,
MusicListQ3.csv,music\Q3\MT0001052263.wav,0,0,0,0,0,1,1,2,0,1,1,1,,,,,,146.7728468799993,158.25456140000097,158.29256089999944,158.77695739999945,,,,,12,1,True,2023-03-22_17h30.21.716,BrainplaybackQuadrants,2022.2.4,59.9800146592451,
MusicListQ3.csv,music\Q3\MT0007583962.wav,0,0,0,0,0,1,1,2,0,2,2,0,,,,,,158.7885983700002,170.2549796000003,170.2926077000011,170.79174550000062,,,,,12,1,True,2023-03-22_17h30.21.716,BrainplaybackQuadrants,2022.2.4,59.9800146592451,
MusicListQ3.csv,,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,12,1,True,2023-03-22_17h30.21.716,BrainplaybackQuadrants,2022.2.4,59.9800146592451,
MusicListQ2.csv,music\Q2\MT0013885218.wav,0,0,0,0,0,2,2,1,0,0,0,2,,170.79174550000062,182.75565609000006,182.80540520000068,194.76232960000016,206.80860667000016,218.25668919999953,218.32337949999965,218.78184900000088,,,,,12,1,True,2023-03-22_17h30.21.716,BrainplaybackQuadrants,2022.2.4,59.9800146592451,
MusicListQ2.csv,music\Q2\MT0008511909.wav,0,0,0,0,0,2,2,1,0,1,1,0,,,,,,218.79073106999968,230.25711310000042,230.3027163000006,230.79343119999976,,,,,12,1,True,2023-03-22_17h30.21.716,BrainplaybackQuadrants,2022.2.4,59.9800146592451,
MusicListQ2.csv,music\Q2\MT0001927746.wav,0,0,0,0,0,2,2,1,0,2,2,1,,,,,,230.7911533699993,242.2575409000001,242.29261849999966,242.79859659999966,,,,,12,1,True,2023-03-22_17h30.21.716,BrainplaybackQuadrants,2022.2.4,59.9800146592451,
MusicListQ2.csv,,0,0,0,0,0,2,2,1,,,,,,,,,,,,,,,,,,12,1,True,2023-03-22_17h30.21.716,BrainplaybackQuadrants,2022.2.4,59.9800146592451,
MusicListQ1.csv,music\Q1\MT0015742096.wav,0,0,0,0,0,3,3,0,0,0,0,2,,242.79859659999966,254.75823098999973,254.80798900000082,266.76071500000035,278.8264524599992,290.2592371999999,290.3329637000006,290.79398390000097,,,,,12,1,True,2023-03-22_17h30.21.716,BrainplaybackQuadrants,2022.2.4,59.9800146592451,
MusicListQ1.csv,music\Q1\MT0001605268.wav,0,0,0,0,0,3,3,0,0,1,1,1,,,,,,290.7932738700005,302.25945760000104,302.3026301000009,302.78236169999946,,,,,12,1,True,2023-03-22_17h30.21.716,BrainplaybackQuadrants,2022.2.4,59.9800146592451,
MusicListQ1.csv,music\Q1\MT0009845275.wav,0,0,0,0,0,3,3,0,0,2,2,0,,,,,,302.7935016699998,314.2599807000006,314.30224140000064,314.82832640000015,,,,,12,1,True,2023-03-22_17h30.21.716,BrainplaybackQuadrants,2022.2.4,59.9800146592451,
MusicListQ1.csv,,0,0,0,0,0,3,3,0,,,,,,,,,,,,,,,,,,12,1,True,2023-03-22_17h30.21.716,BrainplaybackQuadrants,2022.2.4,59.9800146592451,
,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,12,1,True,2023-03-22_17h30.21.716,BrainplaybackQuadrants,2022.2.4,59.9800146592451,
MusicListQ1.csv,music\Q1\MT0026753827.wav,1,0,1,0,0,0,0,0,0,0,0,0,,314.82832640000015,326.82679549000096,326.84372299999995,338.83249869999963,350.89562055999994,362.3283537999996,362.4017607000005,362.85299959999975,,,,,12,1,True,2023-03-22_17h30.21.716,BrainplaybackQuadrants,2022.2.4,59.9800146592451,
MusicListQ1.csv,music\Q1\MT0009897495.wav,1,0,1,0,0,0,0,0,0,1,1,1,,,,,,362.86238197000097,374.3287504,374.3721306999996,374.8616469000008,,,,,12,1,True,2023-03-22_17h30.21.716,BrainplaybackQuadrants,2022.2.4,59.9800146592451,
MusicListQ1.csv,music\Q1\MT0001680969.wav,1,0,1,0,0,0,0,0,0,2,2,2,,,,,,374.8628121700007,386.3292170000004,386.3720849000001,386.8729189000005,,,,,12,1,True,2023-03-22_17h30.21.716,BrainplaybackQuadrants,2022.2.4,59.9800146592451,
MusicListQ1.csv,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,12,1,True,2023-03-22_17h30.21.716,BrainplaybackQuadrants,2022.2.4,59.9800146592451,
MusicListQ2.csv,music\Q2\MT0017475710.wav,1,0,1,0,0,1,1,1,0,0,0,0,,386.8729189000005,398.8299125900001,398.87968060000094,410.84222709999995,422.8981414599995,434.3142719000007,434.4018549000011,434.84711629999947,,,,,12,1,True,2023-03-22_17h30.21.716,BrainplaybackQuadrants,2022.2.4,59.9800146592451,
MusicListQ2.csv,music\Q2\MT0001962373.wav,1,0,1,0,0,1,1,1,0,1,1,2,,,,,,434.84833397000006,446.31468570000106,446.35193160000017,446.8392130000011,,,,,12,1,True,2023-03-22_17h30.21.716,BrainplaybackQuadrants,2022.2.4,59.9800146592451,
MusicListQ2.csv,music\Q2\MT0008570712.wav,1,0,1,0,0,1,1,1,0,2,2,1,,,,,,446.8487181700006,458.3151546000008,458.3520945,458.8509035999996,,,,,12,1,True,2023-03-22_17h30.21.716,BrainplaybackQuadrants,2022.2.4,59.9800146592451,
MusicListQ2.csv,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,12,1,True,2023-03-22_17h30.21.716,BrainplaybackQuadrants,2022.2.4,59.9800146592451,
MusicListQ3.csv,music\Q3\MT0007652281.wav,1,0,1,0,0,2,2,2,0,0,0,1,,458.8509035999996,470.8158608900001,470.8651967000005,482.82190570000057,494.8840734599991,506.3164514,506.3913465000005,506.83482639999966,,,,,12,1,True,2023-03-22_17h30.21.716,BrainplaybackQuadrants,2022.2.4,59.9800146592451,
MusicListQ3.csv,music\Q3\MT0014737299.wav,1,0,1,0,0,2,2,2,0,1,1,0,,,,,,506.85032177000033,518.3173704000001,518.3521591999997,518.8406701000004,,,,,12,1,True,2023-03-22_17h30.21.716,BrainplaybackQuadrants,2022.2.4,59.9800146592451,
MusicListQ3.csv,music\Q3\MT0001284801.wav,1,0,1,0,0,2,2,2,0,2,2,2,,,,,,518.8514214699993,530.3178134999998,530.3504154000002,530.8699402000002,,,,,12,1,True,2023-03-22_17h30.21.716,BrainplaybackQuadrants,2022.2.4,59.9800146592451,
MusicListQ3.csv,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,12,1,True,2023-03-22_17h30.21.716,BrainplaybackQuadrants,2022.2.4,59.9800146592451,
MusicListQ4.csv,music\Q4\MT0000922312.wav,1,0,1,0,0,3,3,3,0,0,0,2,,530.8699402000002,542.8185069899998,542.8849227999999,554.8217550999998,566.8867431600003,578.3195807000011,578.3917579000008,578.8481967000007,,,,,12,1,True,2023-03-22_17h30.21.716,BrainplaybackQuadrants,2022.2.4,59.9800146592451,
