musics,n,order
music\Q1\MT0002222957.wav,1.0,1.0
music\Q1\MT0003272751.wav,1.0,2.0
music\Q1\MT0033841575.wav,1.0,0.0

extraInfo
participant,20
session,3
trigger,True
date,2023-09-26_15h26.09.445
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.9997360008976
﻿musics,n,order
music\Q2\MT0002602057.wav,1.0,1.0
music\Q2\MT0004027946.wav,1.0,2.0
music\Q2\MT0034694413.wav,1.0,0.0

extraInfo
participant,20
session,3
trigger,True
date,2023-09-26_15h26.09.445
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.9997360008976
﻿musics,n,order
music\Q4\MT0001594582.wav,1.0,1.0
music\Q4\MT0003022328.wav,1.0,2.0
music\Q4\MT0034160981.wav,1.0,0.0

extraInfo
participant,20
session,3
trigger,True
date,2023-09-26_15h26.09.445
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.9997360008976
﻿musics,n,order
music\Q3\MT0001844620.wav,1.0,0.0
music\Q3\MT0002634024.wav,1.0,1.0
music\Q3\MT0033345959.wav,1.0,2.0

extraInfo
participant,20
session,3
trigger,True
date,2023-09-26_15h26.09.445
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.9997360008976
﻿musics,n,order
music\Q2\MT0001333258.wav,1.0,2.0
music\Q2\MT0004293364.wav,1.0,1.0
music\Q2\MT0016743722.wav,1.0,0.0

extraInfo
participant,20
session,3
trigger,True
date,2023-09-26_15h26.09.445
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.9997360008976
﻿musics,n,order
music\Q3\MT0000523076.wav,1.0,1.0
music\Q3\MT0003037596.wav,1.0,2.0
music\Q3\MT0014665667.wav,1.0,0.0

extraInfo
participant,20
session,3
trigger,True
date,2023-09-26_15h26.09.445
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.9997360008976
﻿musics,n,order
music\Q1\MT0001189913.wav,1.0,2.0
music\Q1\MT0003594672.wav,1.0,0.0
music\Q1\MT0026753600.wav,1.0,1.0

extraInfo
participant,20
session,3
trigger,True
date,2023-09-26_15h26.09.445
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.9997360008976
﻿musics,n,order
music\Q4\MT0000550961.wav,1.0,2.0
music\Q4\MT0003454112.wav,1.0,1.0
music\Q4\MT0028709149.wav,1.0,0.0

extraInfo
participant,20
session,3
trigger,True
date,2023-09-26_15h26.09.445
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.9997360008976
