MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,WelcomeMessage.stopped,Baseline1.started,Noise.started,Baseline1.stopped,Noise.stopped,Baseline2.started,Baseline2.stopped,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ3.csv,music\Q3\MT0011594970.wav,0,0,0,0,0,3,3,2,0,2,2,2,,,,,,,,,340.57586262999797,352.0429933000014,352.0762328000019,352.6005550000009,,,,,05,3,True,2023-01-26_18h24.51.309,BrainplaybackQuadrants,2022.2.4,59.93227652640159,
MusicListQ3.csv,,0,0,0,0,0,3,3,2,,,,,,,,,,,,,,,,,,,,,05,3,True,2023-01-26_18h24.51.309,BrainplaybackQuadrants,2022.2.4,59.93227652640159,
,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,05,3,True,2023-01-26_18h24.51.309,BrainplaybackQuadrants,2022.2.4,59.93227652640159,
MusicListQ3.csv,music\Q3\MT0010375510.wav,1,0,1,0,0,0,0,2,0,0,0,0,,,352.6005550000009,364.5933469100008,364.6101286000012,,376.5960358000011,,388.64434632999877,400.09483510000064,400.1447146999999,400.61611149999953,,,,,05,3,True,2023-01-26_18h24.51.309,BrainplaybackQuadrants,2022.2.4,59.93227652640159,
MusicListQ3.csv,music\Q3\MT0007550652.wav,1,0,1,0,0,0,0,2,0,1,1,1,,,,,,,,,400.62814572999963,412.0952827000001,412.1285285999984,412.61310650000087,,,,,05,3,True,2023-01-26_18h24.51.309,BrainplaybackQuadrants,2022.2.4,59.93227652640159,
MusicListQ3.csv,music\Q3\MT0001982863.wav,1,0,1,0,0,0,0,2,0,2,2,2,,,,,,,,,412.62859113000053,424.0957206999992,424.13448680000147,424.6240343999998,,,,,05,3,True,2023-01-26_18h24.51.309,BrainplaybackQuadrants,2022.2.4,59.93227652640159,
MusicListQ3.csv,,1,0,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,05,3,True,2023-01-26_18h24.51.309,BrainplaybackQuadrants,2022.2.4,59.93227652640159,
MusicListQ2.csv,music\Q2\MT0003311798.wav,1,0,1,0,0,1,1,1,0,0,0,2,,,424.6240343999998,436.5961913099989,436.6295277999998,448.5967692999984,448.5967692999984,460.61965390000114,460.6304206300014,472.0975627000007,472.1359482000007,472.61444850000044,,,,,05,3,True,2023-01-26_18h24.51.309,BrainplaybackQuadrants,2022.2.4,59.93227652640159,
MusicListQ2.csv,music\Q2\MT0008455201.wav,1,0,1,0,0,1,1,1,0,1,1,1,,,,,,,,,472.6142059200007,484.09791029999906,484.1250906999994,484.61963040000046,,,,,05,3,True,2023-01-26_18h24.51.309,BrainplaybackQuadrants,2022.2.4,59.93227652640159,
MusicListQ2.csv,music\Q2\MT0011145388.wav,1,0,1,0,0,1,1,1,0,2,2,0,,,,,,,,,484.63140083,496.0985209999999,496.14492529999916,496.62907410000116,,,,,05,3,True,2023-01-26_18h24.51.309,BrainplaybackQuadrants,2022.2.4,59.93227652640159,
MusicListQ2.csv,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,05,3,True,2023-01-26_18h24.51.309,BrainplaybackQuadrants,2022.2.4,59.93227652640159,
MusicListQ4.csv,music\Q4\MT0001877603.wav,1,0,1,0,0,2,2,3,0,0,0,2,,,496.62907410000116,508.598940409999,508.63224569999875,,520.6047857000012,,532.6498058299989,544.1001872999987,544.1548868999998,544.6188250999985,,,,,05,3,True,2023-01-26_18h24.51.309,BrainplaybackQuadrants,2022.2.4,59.93227652640159,
MusicListQ4.csv,music\Q4\MT0010758927.wav,1,0,1,0,0,2,2,3,0,1,1,1,,,,,,,,,544.6335915300009,556.1007185000017,556.1346850000009,556.6200940000017,,,,,05,3,True,2023-01-26_18h24.51.309,BrainplaybackQuadrants,2022.2.4,59.93227652640159,
MusicListQ4.csv,music\Q4\MT0012862507.wav,1,0,1,0,0,2,2,3,0,2,2,0,,,,,,,,,556.6340594299985,568.1012707000009,568.1451409000001,568.6368574000007,,,,,05,3,True,2023-01-26_18h24.51.309,BrainplaybackQuadrants,2022.2.4,59.93227652640159,
MusicListQ4.csv,,1,0,1,0,0,2,2,3,,,,,,,,,,,,,,,,,,,,,05,3,True,2023-01-26_18h24.51.309,BrainplaybackQuadrants,2022.2.4,59.93227652640159,
MusicListQ1.csv,music\Q1\MT0011957429.wav,1,0,1,0,0,3,3,0,0,0,0,0,,,568.6368574000007,580.6016387100015,580.6516798000011,,592.6050455000004,,604.6525615299983,616.0863286999993,616.1542472000001,616.6004820000016,,,,,05,3,True,2023-01-26_18h24.51.309,BrainplaybackQuadrants,2022.2.4,59.93227652640159,
MusicListQ1.csv,music\Q1\MT0002532237.wav,1,0,1,0,0,3,3,0,0,1,1,2,,,,,,,,,616.6030122200004,628.0868716000004,628.1160056000008,628.6016855000016,,,,,05,3,True,2023-01-26_18h24.51.309,BrainplaybackQuadrants,2022.2.4,59.93227652640159,
MusicListQ1.csv,music\Q1\MT0009845271.wav,1,0,1,0,0,3,3,0,0,2,2,1,,,,,,,,,628.6033859200011,640.0872377999985,640.1056333999986,640.7095841000009,,,,,05,3,True,2023-01-26_18h24.51.309,BrainplaybackQuadrants,2022.2.4,59.93227652640159,
MusicListQ1.csv,,1,0,1,0,0,3,3,0,,,,,,,,,,,,,,,,,,,,,05,3,True,2023-01-26_18h24.51.309,BrainplaybackQuadrants,2022.2.4,59.93227652640159,
,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,05,3,True,2023-01-26_18h24.51.309,BrainplaybackQuadrants,2022.2.4,59.93227652640159,
,,,,,,,,,,,,,,,,,,,,,,,,,,640.7095841000009,664.6714001,664.721399099999,665.6715547999993,,,,,,,,
