MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,Baseline1.started,Noise.started,Baseline1.stopped,Noise.stopped,Baseline2.started,Baseline2.stopped,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ3.csv,music\Q3\MT0000300896.wav,0,0,0,0,0,0,0,2,0,0,0,2,34.366319900000235,49.037747400001535,60.990273500001784,61.04029910000099,72.99208360000193,72.99208360000193,85.02085890000308,85.02473250000112,96.4916673000007,96.53219070000341,97.01643479999984,,,,,05,2,True,2023-01-26_18h13.33.188,BrainplaybackQuadrants,2022.2.4,59.09061900941441,
MusicListQ3.csv,music\Q3\MT0001673884.wav,0,0,0,0,0,0,0,2,0,1,1,1,,,,,,,,97.0251573000016,108.49226850000196,108.53204750000077,109.01385830000072,,,,,05,2,True,2023-01-26_18h13.33.188,BrainplaybackQuadrants,2022.2.4,59.09061900941441,
MusicListQ3.csv,music\Q3\MT0011308097.wav,0,0,0,0,0,0,0,2,0,2,2,0,,,,,,,,109.02559279999987,120.49254960000326,120.5262315,121.00834930000201,,,,,05,2,True,2023-01-26_18h13.33.188,BrainplaybackQuadrants,2022.2.4,59.09061900941441,
MusicListQ3.csv,,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,05,2,True,2023-01-26_18h13.33.188,BrainplaybackQuadrants,2022.2.4,59.09061900941441,
MusicListQ4.csv,music\Q4\MT0013676763.wav,0,0,0,0,0,1,1,3,0,0,0,0,,121.00834930000201,132.9818371000023,133.00986620000185,,144.99366100000043,157.0186132000017,157.02722920000016,168.49434170000313,168.53195990000313,169.01491920000262,,,,,05,2,True,2023-01-26_18h13.33.188,BrainplaybackQuadrants,2022.2.4,59.09061900941441,
MusicListQ4.csv,music\Q4\MT0001494812.wav,0,0,0,0,0,1,1,3,0,1,1,1,,,,,,,,169.0277057000014,180.49491310000303,180.53270690000136,181.01641700000255,,,,,05,2,True,2023-01-26_18h13.33.188,BrainplaybackQuadrants,2022.2.4,59.09061900941441,
MusicListQ4.csv,music\Q4\MT0000336135.wav,0,0,0,0,0,1,1,3,0,2,2,2,,,,,,,,181.02826590000333,192.49513140000272,192.53211210000154,193.01271460000135,,,,,05,2,True,2023-01-26_18h13.33.188,BrainplaybackQuadrants,2022.2.4,59.09061900941441,
MusicListQ4.csv,,0,0,0,0,0,1,1,3,,,,,,,,,,,,,,,,,,,,05,2,True,2023-01-26_18h13.33.188,BrainplaybackQuadrants,2022.2.4,59.09061900941441,
MusicListQ1.csv,music\Q1\MT0002119439.wav,0,0,0,0,0,2,2,0,0,0,0,1,,193.01271460000135,204.99568990000117,205.0123732000029,,217.002120000001,,229.03008500000288,240.49706030000016,240.5317423000015,241.01110000000335,,,,,05,2,True,2023-01-26_18h13.33.188,BrainplaybackQuadrants,2022.2.4,59.09061900941441,
MusicListQ1.csv,music\Q1\MT0012846850.wav,0,0,0,0,0,2,2,0,0,1,1,0,,,,,,,,241.01373010000026,252.497496400003,252.51414020000084,253.01927870000145,,,,,05,2,True,2023-01-26_18h13.33.188,BrainplaybackQuadrants,2022.2.4,59.09061900941441,
