musics,n,order
music\Q1\MT0002698706.wav,1.0,0.0
music\Q1\MT0030484925.wav,1.0,2.0
music\Q1\MT0010482550.wav,1.0,1.0

extraInfo
participant,18
session,4
trigger,True
date,2023-08-03_16h11.35.714
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.71175939491853
﻿musics,n,order
music\Q3\MT0002070112.wav,1.0,0.0
music\Q3\MT0029861029.wav,1.0,2.0
music\Q3\MT0008077089.wav,1.0,1.0

extraInfo
participant,18
session,4
trigger,True
date,2023-08-03_16h11.35.714
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.71175939491853
﻿musics,n,order
music\Q4\MT0002124238.wav,1.0,1.0
music\Q4\MT0031807708.wav,1.0,0.0
music\Q4\MT0011051663.wav,1.0,2.0

extraInfo
participant,18
session,4
trigger,True
date,2023-08-03_16h11.35.714
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.71175939491853
﻿musics,n,order
music\Q2\MT0003442366.wav,1.0,1.0
music\Q2\MT0030124886.wav,1.0,0.0
music\Q2\MT0009117202.wav,1.0,2.0

extraInfo
participant,18
session,4
trigger,True
date,2023-08-03_16h11.35.714
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.71175939491853
﻿musics,n,order
music\Q4\MT0016932218.wav,1.0,0.0
music\Q4\MT0028596249.wav,1.0,2.0
music\Q4\MT0012222183.wav,1.0,1.0

extraInfo
participant,18
session,4
trigger,True
date,2023-08-03_16h11.35.714
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.71175939491853
﻿musics,n,order
music\Q2\MT0013822237.wav,1.0,0.0
music\Q2\MT0015971175.wav,1.0,2.0
music\Q2\MT0010615428.wav,1.0,1.0

extraInfo
participant,18
session,4
trigger,True
date,2023-08-03_16h11.35.714
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.71175939491853
﻿musics,n,order
music\Q3\MT0012634038.wav,1.0,2.0
music\Q3\MT0014584473.wav,1.0,0.0
music\Q3\MT0009521580.wav,1.0,1.0

extraInfo
participant,18
session,4
trigger,True
date,2023-08-03_16h11.35.714
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.71175939491853
﻿musics,n,order
music\Q1\MT0015028144.wav,1.0,1.0
music\Q1\MT0026727455.wav,1.0,2.0
music\Q1\MT0011821215.wav,1.0,0.0

extraInfo
participant,18
session,4
trigger,True
date,2023-08-03_16h11.35.714
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.71175939491853
