MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,Baseline1.started,Noise.started,Baseline1.stopped,Baseline2.started,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Baseline2.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ2.csv,music\Q2\MT0004447086.wav,1,0,1,0,0,1,1,1,0,0,0,2,,384.99986759999956,396.9764366499991,397.009133399999,408.9800357999993,421.0273827500003,432.47712200000024,432.52923550000014,433.00471780000044,,,,,,10,2,True,2023-03-02_15h07.49.991,BrainplaybackQuadrants,2022.2.4,59.96534003307118,
MusicListQ2.csv,music\Q2\MT0009253118.wav,1,0,1,0,0,1,1,1,0,1,1,0,,,,,,433.01304324999893,444.480331499999,444.52220469999884,444.99784480000017,,,,,,10,2,True,2023-03-02_15h07.49.991,BrainplaybackQuadrants,2022.2.4,59.96534003307118,
MusicListQ2.csv,music\Q2\MT0008361425.wav,1,0,1,0,0,1,1,1,0,2,2,1,,,,,,444.99678450000033,456.4807552000002,456.5108053999993,457.0040274999992,,,,,,10,2,True,2023-03-02_15h07.49.991,BrainplaybackQuadrants,2022.2.4,59.96534003307118,
MusicListQ2.csv,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,10,2,True,2023-03-02_15h07.49.991,BrainplaybackQuadrants,2022.2.4,59.96534003307118,
MusicListQ4.csv,music\Q4\MT0011376343.wav,1,0,1,0,0,2,2,3,0,0,0,0,,457.0040274999992,468.98092835000045,469.0142488999991,480.99092439999913,493.03009555000045,504.4803652999999,504.5297064000006,504.9984494,,,,,,10,2,True,2023-03-02_15h07.49.991,BrainplaybackQuadrants,2022.2.4,59.96534003307118,
MusicListQ4.csv,music\Q4\MT0003778826.wav,1,0,1,0,0,2,2,3,0,1,1,2,,,,,,505.0131854499994,516.4806878999989,516.519247799999,516.9973723999992,,,,,,10,2,True,2023-03-02_15h07.49.991,BrainplaybackQuadrants,2022.2.4,59.96534003307118,
MusicListQ4.csv,music\Q4\MT0010665248.wav,1,0,1,0,0,2,2,3,0,2,2,1,,,,,,516.9974460000005,528.483049299999,528.5004893000005,529.0101006999994,,,,,,10,2,True,2023-03-02_15h07.49.991,BrainplaybackQuadrants,2022.2.4,59.96534003307118,
MusicListQ4.csv,,1,0,1,0,0,2,2,3,,,,,,,,,,,,,,,,,,,10,2,True,2023-03-02_15h07.49.991,BrainplaybackQuadrants,2022.2.4,59.96534003307118,
MusicListQ3.csv,music\Q3\MT0007477802.wav,1,0,1,0,0,3,3,2,0,0,0,1,,529.0101006999994,540.9816084500004,541.0149843999989,552.9897206000005,565.0326870499993,576.484778,576.541948099999,577.0064741999995,,,,,,10,2,True,2023-03-02_15h07.49.991,BrainplaybackQuadrants,2022.2.4,59.96534003307118,
MusicListQ3.csv,music\Q3\MT0008399774.wav,1,0,1,0,0,3,3,2,0,1,1,0,,,,,,577.018579649999,588.4833729000002,588.5333508999993,589.0654004999997,,,,,,10,2,True,2023-03-02_15h07.49.991,BrainplaybackQuadrants,2022.2.4,59.96534003307118,
MusicListQ3.csv,music\Q3\MT0003053135.wav,1,0,1,0,0,3,3,2,0,2,2,2,,,,,,589.0668884000003,600.4831653000001,600.5705027000004,601.0835521999998,,,,,,10,2,True,2023-03-02_15h07.49.991,BrainplaybackQuadrants,2022.2.4,59.96534003307118,
MusicListQ3.csv,,1,0,1,0,0,3,3,2,,,,,,,,,,,,,,,,,,,10,2,True,2023-03-02_15h07.49.991,BrainplaybackQuadrants,2022.2.4,59.96534003307118,
,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,10,2,True,2023-03-02_15h07.49.991,BrainplaybackQuadrants,2022.2.4,59.96534003307118,
,,,,,,,,,,,,,,,,,,,,,,,,601.0835521999998,625.0531374999991,625.0865216999991,626.0531871999992,,,,,,,,
