MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,Baseline1.started,Noise.started,Baseline1.stopped,Baseline2.started,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Baseline2.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ2.csv,music\Q2\MT0005029328.wav,0,0,0,0,0,0,0,1,0,0,0,0,9.622169599999324,24.982673599999544,36.93229445000052,36.98224029999983,48.94238430000041,60.98317304999892,72.43344489999981,72.48225629999979,72.95276199999898,,,,,,10,2,True,2023-03-02_15h07.49.991,BrainplaybackQuadrants,2022.2.4,59.96534003307118,
MusicListQ2.csv,music\Q2\MT0006939177.wav,0,0,0,0,0,0,0,1,0,1,1,1,,,,,,72.95054679999993,84.43422119999923,84.46282239999891,84.95808389999911,,,,,,10,2,True,2023-03-02_15h07.49.991,BrainplaybackQuadrants,2022.2.4,59.96534003307118,
MusicListQ2.csv,music\Q2\MT0002602057.wav,0,0,0,0,0,0,0,1,0,2,2,2,,,,,,84.96765424999994,96.43457409999974,96.471678599999,96.9417799999992,,,,,,10,2,True,2023-03-02_15h07.49.991,BrainplaybackQuadrants,2022.2.4,59.96534003307118,
MusicListQ2.csv,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,10,2,True,2023-03-02_15h07.49.991,BrainplaybackQuadrants,2022.2.4,59.96534003307118,
MusicListQ1.csv,music\Q1\MT0004683099.wav,0,0,0,0,0,1,1,0,0,0,0,0,,96.9417799999992,108.93478474999992,108.95171479999954,120.93667679999999,132.96934275000038,144.4358943999996,144.4823851000001,144.95520170000054,132.96183810000002,,,,,10,2,True,2023-03-02_15h07.49.991,BrainplaybackQuadrants,2022.2.4,59.96534003307118,
MusicListQ1.csv,music\Q1\MT0007840454.wav,0,0,0,0,0,1,1,0,0,1,1,1,,,,,,144.95306679999993,156.43681769999966,156.46106359999976,156.95299759999943,,,,,,10,2,True,2023-03-02_15h07.49.991,BrainplaybackQuadrants,2022.2.4,59.96534003307118,
MusicListQ1.csv,music\Q1\MT0002222957.wav,0,0,0,0,0,1,1,0,0,2,2,2,,,,,,156.95323240000033,168.4374329000002,168.46180040000036,168.94898929999908,,,,,,10,2,True,2023-03-02_15h07.49.991,BrainplaybackQuadrants,2022.2.4,59.96534003307118,
MusicListQ1.csv,,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,10,2,True,2023-03-02_15h07.49.991,BrainplaybackQuadrants,2022.2.4,59.96534003307118,
MusicListQ4.csv,music\Q4\MT0007453719.wav,0,0,0,0,0,2,2,3,0,0,0,1,,168.94898929999908,180.9376273499989,180.95427149999887,192.93839630000002,204.98642024999916,216.43658200000027,216.48886820000007,216.95866209999986,,,,,,10,2,True,2023-03-02_15h07.49.991,BrainplaybackQuadrants,2022.2.4,59.96534003307118,
MusicListQ4.csv,music\Q4\MT0005074629.wav,0,0,0,0,0,2,2,3,0,1,1,0,,,,,,216.97014854999887,228.4370025999997,228.46997910000027,228.95740130000013,,,,,,10,2,True,2023-03-02_15h07.49.991,BrainplaybackQuadrants,2022.2.4,59.96534003307118,
MusicListQ4.csv,music\Q4\MT0001594582.wav,0,0,0,0,0,2,2,3,0,2,2,2,,,,,,228.97050984999967,240.43976309999925,240.48201750000044,240.9528408999995,,,,,,10,2,True,2023-03-02_15h07.49.991,BrainplaybackQuadrants,2022.2.4,59.96534003307118,
MusicListQ4.csv,,0,0,0,0,0,2,2,3,,,,,,,,,,,,,,,,,,,10,2,True,2023-03-02_15h07.49.991,BrainplaybackQuadrants,2022.2.4,59.96534003307118,
MusicListQ3.csv,music\Q3\MT0003601752.wav,0,0,0,0,0,3,3,2,0,0,0,0,,240.9528408999995,252.93735604999947,252.95454489999975,264.9400676000005,276.9883062499992,288.441062599999,288.4905180000005,288.9668760000004,,,,,,10,2,True,2023-03-02_15h07.49.991,BrainplaybackQuadrants,2022.2.4,59.96534003307118,
MusicListQ3.csv,music\Q3\MT0006159067.wav,0,0,0,0,0,3,3,2,0,1,1,1,,,,,,288.9746049499989,300.439014399999,300.4910366999993,300.960728,,,,,,10,2,True,2023-03-02_15h07.49.991,BrainplaybackQuadrants,2022.2.4,59.96534003307118,
MusicListQ3.csv,music\Q3\MT0001844620.wav,0,0,0,0,0,3,3,2,0,2,2,2,,,,,,300.97249874999926,312.4394580999997,312.48035510000045,312.9843328999996,,,,,,10,2,True,2023-03-02_15h07.49.991,BrainplaybackQuadrants,2022.2.4,59.96534003307118,
MusicListQ3.csv,,0,0,0,0,0,3,3,2,,,,,,,,,,,,,,,,,,,10,2,True,2023-03-02_15h07.49.991,BrainplaybackQuadrants,2022.2.4,59.96534003307118,
,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,10,2,True,2023-03-02_15h07.49.991,BrainplaybackQuadrants,2022.2.4,59.96534003307118,
MusicListQ1.csv,music\Q1\MT0009378909.wav,1,0,1,0,0,0,0,0,0,0,0,1,,312.9843328999996,324.97383134999893,324.99046479999924,336.98005159999957,349.00806470000066,360.47453789999963,360.52021459999924,360.98734460000014,,,,,,10,2,True,2023-03-02_15h07.49.991,BrainplaybackQuadrants,2022.2.4,59.96534003307118,
MusicListQ1.csv,music\Q1\MT0003669917.wav,1,0,1,0,0,0,0,0,0,1,1,2,,,,,,360.9912892999994,372.4756065999991,372.50093109999943,372.98969959999886,,,,,,10,2,True,2023-03-02_15h07.49.991,BrainplaybackQuadrants,2022.2.4,59.96534003307118,
MusicListQ1.csv,music\Q1\MT0010489498.wav,1,0,1,0,0,0,0,0,0,2,2,0,,,,,,372.9922316000004,384.4782462999992,384.500520399999,384.99986759999956,,,,,,10,2,True,2023-03-02_15h07.49.991,BrainplaybackQuadrants,2022.2.4,59.96534003307118,
MusicListQ1.csv,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,10,2,True,2023-03-02_15h07.49.991,BrainplaybackQuadrants,2022.2.4,59.96534003307118,
