MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,Baseline1.started,Noise.started,Baseline1.stopped,Noise.stopped,Baseline2.started,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Baseline2.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ2.csv,music\Q2\MT0004027946.wav,0,0,0,0,0,0,0,1,0,0,0,1,8.78737060000094,22.947906900000817,34.89843522000028,34.948431200000414,46.91617570000017,46.91617570000017,58.951779559999885,70.39973420000024,70.47699160000047,70.9162006000006,,,,,,12,3,True,2023-03-22_17h52.38.405,BrainplaybackQuadrants,2022.2.4,59.961420821696684,
MusicListQ2.csv,music\Q2\MT0034694413.wav,0,0,0,0,0,0,0,1,0,1,1,2,,,,,,,70.9164301400011,82.4001870000011,82.42921019999994,82.92967669999962,,,,,,12,3,True,2023-03-22_17h52.38.405,BrainplaybackQuadrants,2022.2.4,59.961420821696684,
MusicListQ2.csv,music\Q2\MT0002602057.wav,0,0,0,0,0,0,0,1,0,2,2,0,,,,,,,82.93399566000097,94.40114250000079,94.43895230000089,94.90666150000106,,,,,,12,3,True,2023-03-22_17h52.38.405,BrainplaybackQuadrants,2022.2.4,59.961420821696684,
MusicListQ2.csv,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,12,3,True,2023-03-22_17h52.38.405,BrainplaybackQuadrants,2022.2.4,59.961420821696684,
MusicListQ4.csv,music\Q4\MT0003022328.wav,0,0,0,0,0,1,1,3,0,0,0,1,,94.90666150000106,106.90385862000021,106.92053130000022,,118.90932229999999,130.9519427600002,142.40235650000068,142.46001460000116,142.91637860000083,,,,,,12,3,True,2023-03-22_17h52.38.405,BrainplaybackQuadrants,2022.2.4,59.961420821696684,
MusicListQ4.csv,music\Q4\MT0001594582.wav,0,0,0,0,0,1,1,3,0,1,1,0,,,,,,,142.91903724000042,154.40280990000065,154.4273016999996,154.927071600001,,,,,,12,3,True,2023-03-22_17h52.38.405,BrainplaybackQuadrants,2022.2.4,59.961420821696684,
MusicListQ4.csv,music\Q4\MT0034160981.wav,0,0,0,0,0,1,1,3,0,2,2,2,,,,,,,154.93620346000117,166.40385620000052,166.43816049999987,166.91307750000124,,,,,,12,3,True,2023-03-22_17h52.38.405,BrainplaybackQuadrants,2022.2.4,59.961420821696684,
MusicListQ4.csv,,0,0,0,0,0,1,1,3,,,,,,,,,,,,,,,,,,,,12,3,True,2023-03-22_17h52.38.405,BrainplaybackQuadrants,2022.2.4,59.961420821696684,
MusicListQ3.csv,music\Q3\MT0001844620.wav,0,0,0,0,0,2,2,2,0,0,0,0,,166.91307750000124,178.90422732000098,178.92087080000056,,190.90886409999985,202.95458356000145,214.40553850000106,214.45853940000052,214.9286015000016,,,,,,12,3,True,2023-03-22_17h52.38.405,BrainplaybackQuadrants,2022.2.4,59.961420821696684,
MusicListQ3.csv,music\Q3\MT0033345959.wav,0,0,0,0,0,2,2,2,0,1,1,2,,,,,,,214.93890156000035,226.4059842000006,226.43933379999908,226.9227805999999,,,,,,12,3,True,2023-03-22_17h52.38.405,BrainplaybackQuadrants,2022.2.4,59.961420821696684,
MusicListQ3.csv,music\Q3\MT0002634024.wav,0,0,0,0,0,2,2,2,0,2,2,1,,,,,,,226.92268004000073,238.40646980000201,238.42883320000146,238.91800740000144,,,,,,12,3,True,2023-03-22_17h52.38.405,BrainplaybackQuadrants,2022.2.4,59.961420821696684,
MusicListQ3.csv,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,12,3,True,2023-03-22_17h52.38.405,BrainplaybackQuadrants,2022.2.4,59.961420821696684,
MusicListQ1.csv,music\Q1\MT0033841575.wav,0,0,0,0,0,3,3,0,0,0,0,2,,238.91800740000144,250.90692252000173,250.92299820000153,,262.8929012999997,274.9266065599999,286.3937523000004,286.44113430000107,286.9178860000011,274.91404050000165,,,,,12,3,True,2023-03-22_17h52.38.405,BrainplaybackQuadrants,2022.2.4,59.961420821696684,
MusicListQ1.csv,music\Q1\MT0003272751.wav,0,0,0,0,0,3,3,0,0,1,1,1,,,,,,,286.9271584600005,298.39382920000025,298.44110100000216,298.92156609999984,,,,,,12,3,True,2023-03-22_17h52.38.405,BrainplaybackQuadrants,2022.2.4,59.961420821696684,
MusicListQ1.csv,music\Q1\MT0002222957.wav,0,0,0,0,0,3,3,0,0,2,2,0,,,,,,,298.9275317600017,310.39423830000123,310.44135930000084,310.9402362000019,,,,,,12,3,True,2023-03-22_17h52.38.405,BrainplaybackQuadrants,2022.2.4,59.961420821696684,
MusicListQ1.csv,,0,0,0,0,0,3,3,0,,,,,,,,,,,,,,,,,,,,12,3,True,2023-03-22_17h52.38.405,BrainplaybackQuadrants,2022.2.4,59.961420821696684,
,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,12,3,True,2023-03-22_17h52.38.405,BrainplaybackQuadrants,2022.2.4,59.961420821696684,
MusicListQ2.csv,music\Q2\MT0001333258.wav,1,0,1,0,0,0,0,1,0,0,0,0,,310.9402362000019,322.9283312200003,322.94478830000116,334.93019359999926,334.93019359999926,346.9774237600008,358.42780120000134,358.49008290000165,358.9711864000001,,,,,,12,3,True,2023-03-22_17h52.38.405,BrainplaybackQuadrants,2022.2.4,59.961420821696684,
MusicListQ2.csv,music\Q2\MT0016743722.wav,1,0,1,0,0,0,0,1,0,1,1,2,,,,,,,358.9778619799992,370.4282203999992,370.49029060000066,370.9604784999992,,,,,,12,3,True,2023-03-22_17h52.38.405,BrainplaybackQuadrants,2022.2.4,59.961420821696684,
MusicListQ2.csv,music\Q2\MT0004293364.wav,1,0,1,0,0,0,0,1,0,2,2,1,,,,,,,370.96157545999944,382.4286817000011,382.4688866000015,382.97957000000133,,,,,,12,3,True,2023-03-22_17h52.38.405,BrainplaybackQuadrants,2022.2.4,59.961420821696684,
MusicListQ2.csv,,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,12,3,True,2023-03-22_17h52.38.405,BrainplaybackQuadrants,2022.2.4,59.961420821696684,
MusicListQ4.csv,music\Q4\MT0000550961.wav,1,0,1,0,0,1,1,3,0,0,0,0,,382.97957000000133,394.9289295200013,394.9789518000016,,406.9402597999997,418.9964580800017,430.43018309999934,430.49881500000083,430.96217499999875,,,,,,12,3,True,2023-03-22_17h52.38.405,BrainplaybackQuadrants,2022.2.4,59.961420821696684,
MusicListQ4.csv,music\Q4\MT0028709149.wav,1,0,1,0,0,1,1,3,0,1,1,2,,,,,,,430.9635575600018,442.43082360000153,442.4683997000011,442.9569614000011,,,,,,12,3,True,2023-03-22_17h52.38.405,BrainplaybackQuadrants,2022.2.4,59.961420821696684,
MusicListQ4.csv,music\Q4\MT0003454112.wav,1,0,1,0,0,1,1,3,0,2,2,1,,,,,,,442.9641590600017,454.4312725,454.4701182000008,454.9826085000004,,,,,,12,3,True,2023-03-22_17h52.38.405,BrainplaybackQuadrants,2022.2.4,59.961420821696684,
MusicListQ4.csv,,1,0,1,0,0,1,1,3,,,,,,,,,,,,,,,,,,,,12,3,True,2023-03-22_17h52.38.405,BrainplaybackQuadrants,2022.2.4,59.961420821696684,
MusicListQ3.csv,music\Q3\MT0000523076.wav,1,0,1,0,0,2,2,2,0,0,0,0,,454.9826085000004,466.9316848200013,466.981664500001,,478.9398659999988,490.9992497799987,502.4329706000008,502.49905780000154,502.9603107999992,,,,,,12,3,True,2023-03-22_17h52.38.405,BrainplaybackQuadrants,2022.2.4,59.961420821696684,
MusicListQ3.csv,music\Q3\MT0014665667.wav,1,0,1,0,0,2,2,2,0,1,1,2,,,,,,,502.966332559999,514.4333816999988,514.4701093999993,514.9771764999987,,,,,,12,3,True,2023-03-22_17h52.38.405,BrainplaybackQuadrants,2022.2.4,59.961420821696684,
MusicListQ3.csv,music\Q3\MT0003037596.wav,1,0,1,0,0,2,2,2,0,2,2,1,,,,,,,514.983446880001,526.4338120000011,526.4908018000006,526.9861201000003,,,,,,12,3,True,2023-03-22_17h52.38.405,BrainplaybackQuadrants,2022.2.4,59.961420821696684,
MusicListQ3.csv,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,12,3,True,2023-03-22_17h52.38.405,BrainplaybackQuadrants,2022.2.4,59.961420821696684,
MusicListQ1.csv,music\Q1\MT0001189913.wav,1,0,1,0,0,3,3,0,0,0,0,0,,526.9861201000003,538.9336965199998,539.0009512999986,,550.9399773999994,563.0017903800009,574.4355271000004,574.5098698999991,574.9674577999995,,,,,,12,3,True,2023-03-22_17h52.38.405,BrainplaybackQuadrants,2022.2.4,59.961420821696684,
MusicListQ1.csv,music\Q1\MT0003594672.wav,1,0,1,0,0,3,3,0,0,1,1,1,,,,,,,574.9688801599999,586.4359578000021,586.480203000001,586.9678293000015,,,,,,12,3,True,2023-03-22_17h52.38.405,BrainplaybackQuadrants,2022.2.4,59.961420821696684,
MusicListQ1.csv,music\Q1\MT0026753600.wav,1,0,1,0,0,3,3,0,0,2,2,2,,,,,,,586.9693390600017,598.4363804000004,598.4803249000015,599.0410518000008,,,,,,12,3,True,2023-03-22_17h52.38.405,BrainplaybackQuadrants,2022.2.4,59.961420821696684,
MusicListQ1.csv,,1,0,1,0,0,3,3,0,,,,,,,,,,,,,,,,,,,,12,3,True,2023-03-22_17h52.38.405,BrainplaybackQuadrants,2022.2.4,59.961420821696684,
,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,12,3,True,2023-03-22_17h52.38.405,BrainplaybackQuadrants,2022.2.4,59.961420821696684,
,,,,,,,,,,,,,,,,,,,,,,,,,599.0410518000008,623.0031290999996,623.0555827000007,624.0039512000021,,,,,,,,
