musics,n,order
music\Q3\MT0011308097.wav,1.0,2.0
music\Q3\MT0001673884.wav,1.0,1.0
music\Q3\MT0000300896.wav,1.0,0.0

extraInfo
participant,05
session,2
trigger,True
date,2023-01-26_18h13.33.188
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.09061900941441
﻿musics,n,order
music\Q4\MT0013676763.wav,1.0,0.0
music\Q4\MT0001494812.wav,1.0,1.0
music\Q4\MT0000336135.wav,1.0,2.0

extraInfo
participant,05
session,2
trigger,True
date,2023-01-26_18h13.33.188
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.09061900941441
﻿musics,n,order
music\Q1\MT0012846850.wav,1.0,1.0
music\Q1\MT0002119439.wav,1.0,0.0
music\Q1\MT0000442827.wav,1.0,2.0

extraInfo
participant,05
session,2
trigger,True
date,2023-01-26_18h13.33.188
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.09061900941441
﻿musics,n,order
music\Q2\MT0011975274.wav,1.0,0.0
music\Q2\MT0002415184.wav,1.0,2.0
music\Q2\MT0000456939.wav,1.0,1.0

extraInfo
participant,05
session,2
trigger,True
date,2023-01-26_18h13.33.188
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.09061900941441
﻿musics,n,order
music\Q1\MT0029874624.wav,1.0,0.0
music\Q1\MT0010900969.wav,1.0,1.0
music\Q1\MT0001898830.wav,1.0,2.0

extraInfo
participant,05
session,2
trigger,True
date,2023-01-26_18h13.33.188
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.09061900941441
﻿musics,n,order
music\Q4\MT0031495046.wav,1.0,0.0
music\Q4\MT0011886148.wav,1.0,2.0
music\Q4\MT0001195535.wav,1.0,1.0

extraInfo
participant,05
session,2
trigger,True
date,2023-01-26_18h13.33.188
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.09061900941441
﻿musics,n,order
music\Q3\MT0028947009.wav,1.0,1.0
music\Q3\MT0008841966.wav,1.0,0.0
music\Q3\MT0001526386.wav,1.0,2.0

extraInfo
participant,05
session,2
trigger,True
date,2023-01-26_18h13.33.188
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.09061900941441
﻿musics,n,order
music\Q2\MT0029772184.wav,1.0,2.0
music\Q2\MT0009421924.wav,1.0,1.0
music\Q2\MT0002372242.wav,1.0,0.0

extraInfo
participant,05
session,2
trigger,True
date,2023-01-26_18h13.33.188
expName,BrainplaybackQuadrants
psychopyVersion,2022.2.4
frameRate,59.09061900941441
