MusicsSelect,musics,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trialsMusics.thisRepN,trialsMusics.thisTrialN,trialsMusics.thisN,trialsMusics.thisIndex,WelcomeMessage.started,WelcomeMessage.stopped,Baseline1.started,Noise.started,Baseline1.stopped,Noise.stopped,Baseline2.started,Baseline2.stopped,MusicExcerpt.started,ISI.started,MusicExcerpt.stopped,ISI.stopped,Baseline3.started,GoodbyeText.started,Baseline3.stopped,GoodbyeText.stopped,participant,session,trigger,date,expName,psychopyVersion,frameRate,
MusicListQ3.csv,music\Q3\MT0003601752.wav,0,0,0,0,0,0,0,2,0,0,0,0,8.383846099997754,22.359630899998592,22.359630899998592,34.31695258999862,34.36690129999988,46.317371599998296,46.317371599998296,58.36948889999985,58.384637649998695,69.80168860000049,69.89515059999758,70.33273589999953,,,,,11,2,True,2023-03-08_17h52.52.661,BrainplaybackQuadrants,2022.2.4,60.002004066915774,
MusicListQ3.csv,music\Q3\MT0011612883.wav,0,0,0,0,0,0,0,2,0,1,1,1,,,,,,,,,70.33512646999917,81.80213159999767,81.84557850000056,82.33809219999966,,,,,11,2,True,2023-03-08_17h52.52.661,BrainplaybackQuadrants,2022.2.4,60.002004066915774,
MusicListQ3.csv,music\Q3\MT0030304982.wav,0,0,0,0,0,0,0,2,0,2,2,2,,,,,,,,,82.33560386999999,93.80258150000009,93.84544249999817,94.32426130000022,,,,,11,2,True,2023-03-08_17h52.52.661,BrainplaybackQuadrants,2022.2.4,60.002004066915774,
MusicListQ3.csv,,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,11,2,True,2023-03-08_17h52.52.661,BrainplaybackQuadrants,2022.2.4,60.002004066915774,
MusicListQ4.csv,music\Q4\MT0014507179.wav,0,0,0,0,0,1,1,3,0,0,0,1,,,94.32426130000022,106.30305589000018,106.33634869999878,,118.30753360000017,,130.3538212700001,141.8041360999996,141.8544139000005,142.34486180000022,,,,,11,2,True,2023-03-08_17h52.52.661,BrainplaybackQuadrants,2022.2.4,60.002004066915774,
MusicListQ4.csv,music\Q4\MT0031898123.wav,0,0,0,0,0,1,1,3,0,1,1,2,,,,,,,,,142.35428875999858,153.80455549999897,153.85447239999849,154.34778989999904,,,,,11,2,True,2023-03-08_17h52.52.661,BrainplaybackQuadrants,2022.2.4,60.002004066915774,
MusicListQ4.csv,music\Q4\MT0005074629.wav,0,0,0,0,0,1,1,3,0,2,2,0,,,,,,,,,154.35472276,165.80496189999758,165.86416859999736,166.33794510000007,,,,,11,2,True,2023-03-08_17h52.52.661,BrainplaybackQuadrants,2022.2.4,60.002004066915774,
MusicListQ4.csv,,0,0,0,0,0,1,1,3,,,,,,,,,,,,,,,,,,,,,11,2,True,2023-03-08_17h52.52.661,BrainplaybackQuadrants,2022.2.4,60.002004066915774,
MusicListQ1.csv,music\Q1\MT0013590244.wav,0,0,0,0,0,2,2,0,0,0,0,1,,,166.33794510000007,178.30567288999845,178.33894800000053,,190.3094781999971,,202.3733055599994,213.80695539999942,213.885276099998,214.35109549999834,,,,,11,2,True,2023-03-08_17h52.52.661,BrainplaybackQuadrants,2022.2.4,60.002004066915774,
MusicListQ1.csv,music\Q1\MT0004683099.wav,0,0,0,0,0,2,2,0,0,1,1,0,,,,,,,,,214.35711105999943,225.80734350000057,225.86522859999968,226.33269609999843,,,,,11,2,True,2023-03-08_17h52.52.661,BrainplaybackQuadrants,2022.2.4,60.002004066915774,
MusicListQ1.csv,music\Q1\MT0031996897.wav,0,0,0,0,0,2,2,0,0,2,2,2,,,,,,,,,226.34082196999915,237.80784069999936,237.8451427,238.34559789999912,,,,,11,2,True,2023-03-08_17h52.52.661,BrainplaybackQuadrants,2022.2.4,60.002004066915774,
MusicListQ1.csv,,0,0,0,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,,11,2,True,2023-03-08_17h52.52.661,BrainplaybackQuadrants,2022.2.4,60.002004066915774,
MusicListQ2.csv,music\Q2\MT0012168286.wav,0,0,0,0,0,3,3,1,0,0,0,1,,,238.34559789999912,250.30772808999717,250.35825329999716,,262.31580380000014,,274.3759017599994,285.8088394000006,285.8853476999975,286.3465716999999,,,,,11,2,True,2023-03-08_17h52.52.661,BrainplaybackQuadrants,2022.2.4,60.002004066915774,
MusicListQ2.csv,music\Q2\MT0030271679.wav,0,0,0,0,0,3,3,1,0,1,1,2,,,,,,,,,286.35971495999985,297.8099379999985,297.86539679999987,298.35092369999984,,,,,11,2,True,2023-03-08_17h52.52.661,BrainplaybackQuadrants,2022.2.4,60.002004066915774,
MusicListQ2.csv,music\Q2\MT0005029328.wav,0,0,0,0,0,3,3,1,0,2,2,0,,,,,,,,,298.3600720599978,309.81024679999973,309.8645656999979,310.38164969999707,,,,,11,2,True,2023-03-08_17h52.52.661,BrainplaybackQuadrants,2022.2.4,60.002004066915774,
MusicListQ2.csv,,0,0,0,0,0,3,3,1,,,,,,,,,,,,,,,,,,,,,11,2,True,2023-03-08_17h52.52.661,BrainplaybackQuadrants,2022.2.4,60.002004066915774,
,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,11,2,True,2023-03-08_17h52.52.661,BrainplaybackQuadrants,2022.2.4,60.002004066915774,
