,valence,arousal,part_quadrant,proj_quadrant
0,0.18796296,0.20833333,Q1,Q1
1,0.13333334,-0.27685186,Q4,Q4
2,-0.2611111,0.30648148,Q2,Q2
3,0.25555557,0.14629629,Q1,Q4
4,0.26018518,-0.25277779,Q4,Q3
5,-0.25092593,-0.12685186,Q3,Q3
6,0.07685185,0.25462964,Q1,Q2
7,0.15277778,0.05648148,Q1,Q4
8,-0.26666668,0.30277777,Q2,Q2
9,0.14537036,-0.31111112,Q4,Q4
10,-0.22685185,-0.30833334,Q3,Q3
11,0.26203704,0.18333334,Q1,Q2
12,0.14444445,0.18518518,Q1,Q1
13,-0.11851852,0.2574074,Q2,Q2
14,-0.25277779,0.2638889,Q2,Q2
15,0.25648147,0.08148148,Q1,Q4
16,0.030555556,0.14814815,Q1,Q1
17,0.17037037,0.027777778,Q1,Q3
18,0.16111112,0.32222223,Q1,Q1
19,0.025,0.24907407,Q1,Q1
20,0.026851851,0.11574074,Q1,Q3
21,-0.23703703,-0.20833333,Q3,Q4
22,0.03425926,0.20277777,Q1,Q1
23,0.03425926,-0.05277778,Q4,Q3
24,0.0787037,0.27592593,Q1,Q1
25,0.25092593,0.2712963,Q1,Q2
26,0.073148146,-0.2212963,Q4,Q3
27,0.26944444,0.06388889,Q1,Q2
28,0.06388889,-0.27685186,Q4,Q3
29,0.08888889,0.23518519,Q1,Q3
30,0.18425927,0.2712963,Q1,Q1
31,0.074074075,0.21111111,Q1,Q2
32,0.08240741,-0.23888889,Q4,Q4
33,0.25185186,-0.15648147,Q4,Q4
34,-0.11388889,0.15277778,Q2,Q3
35,0.048148148,-0.25185186,Q4,Q4
36,-0.08240741,-0.1712963,Q3,Q4
37,0.05462963,0.2175926,Q1,Q2
38,0.05462963,0.24814814,Q1,Q2
39,0.031481482,0.24074075,Q1,Q4
40,0.036111113,0.10185185,Q1,Q3
41,0.18611111,-0.2324074,Q4,Q4
42,0.098148145,0.13148148,Q1,Q1
43,-0.07037037,-0.275,Q3,Q3
44,-0.023148147,0.24537037,Q2,Q1
45,0.025925925,0.15462963,Q1,Q1
46,0.14351852,0.26018518,Q1,Q1
47,0.17962962,0.28425926,Q1,Q2
48,0.23888889,-0.31944445,Q4,Q4
49,0.05462963,0.3037037,Q1,Q2
50,-0.27685186,0.18796296,Q2,Q2
51,0.24444444,-0.21388888,Q4,Q1
52,0.20555556,0.25092593,Q1,Q1
53,0.033333335,-0.044444446,Q4,Q3
54,0.22407408,-0.3175926,Q4,Q4
55,0.042592593,-0.28703704,Q4,Q4
56,0.013888889,-0.19166666,Q4,Q3
57,0.098148145,0.18888889,Q1,Q4
58,0.18888889,0.07685185,Q1,Q4
59,-0.2638889,0.049074072,Q2,Q2
60,0.16388889,0.21481481,Q1,Q1
61,0.13240741,0.23796296,Q1,Q1
62,-0.17407407,0.25277779,Q2,Q2
63,0.016666668,-0.22222222,Q4,Q3
64,-0.21574074,-0.13611111,Q3,Q3
65,0.15555556,0.20462963,Q1,Q2
66,0.125,-0.16111112,Q4,Q3
67,0.072222225,0.17777778,Q1,Q2
68,0.0787037,-0.07037037,Q4,Q1
69,0.015740741,-0.12777779,Q4,Q4
70,-0.21111111,-0.28611112,Q3,Q3
71,0.22222222,0.14351852,Q1,Q1
72,0.08148148,0.18518518,Q1,Q1
73,-0.18148148,-0.24166666,Q3,Q3
74,0.08611111,0.12222222,Q1,Q2
75,0.27222222,0.3037037,Q1,Q1
76,0.055555556,0.25277779,Q1,Q1
77,-0.06759259,0.22777778,Q2,Q2
78,-0.2537037,0.29444444,Q2,Q2
79,0.08981481,-0.20648149,Q4,Q4
80,0.21851853,0.11203704,Q1,Q4
81,-0.19444445,-0.022222223,Q3,Q3
82,-0.29166666,0.23425926,Q2,Q2
83,0.024074074,-0.22407408,Q4,Q4
84,-0.2851852,0.30462962,Q2,Q2
85,0.04074074,0.09907407,Q1,Q3
86,0.098148145,-0.1287037,Q4,Q3
87,0.18981482,0.18611111,Q1,Q1
88,-0.048148148,-0.13148148,Q3,Q4
89,0.16203703,0.21388888,Q1,Q1
90,-0.02962963,-0.14722222,Q3,Q3
91,-0.27222222,0.225,Q2,Q2
92,0.036111113,-0.20555556,Q4,Q4
93,0.11388889,0.18888889,Q1,Q1
94,0.13611111,0.15,Q1,Q4
95,-0.05740741,-0.2574074,Q3,Q3
