,valence,arousal,part_quadrant,proj_quadrant
0,0.24875,-0.25625,Q4,Q4
1,0.2075,0.105,Q1,Q3
2,-0.105,-0.08125,Q3,Q3
3,0.11125,0.12375,Q1,Q2
4,0.1975,0.045,Q1,Q3
5,0.185,-0.08625,Q4,Q1
6,0.21375,-0.19125,Q4,Q4
7,0.21,0.1825,Q1,Q1
8,0.14,0.175,Q1,Q1
9,0.2225,-0.19625,Q4,Q4
10,0.25875,0.29,Q1,Q1
11,-0.16625,0.14,Q2,Q2
12,0.1275,-0.3125,Q4,Q4
13,0.16125,0.01625,Q1,Q4
14,0.0,-0.1525,Q4,Q2
15,0.18875,-0.23875,Q4,Q3
16,0.1775,-0.10375,Q4,Q3
17,-0.03,-0.23125,Q3,Q2
18,0.21375,0.2675,Q1,Q1
19,0.085,-0.10375,Q4,Q3
20,-0.09125,-0.11,Q3,Q2
21,-0.065,-0.095,Q3,Q2
22,0.205,-0.12,Q4,Q4
23,0.205,0.1125,Q1,Q1
24,-0.07,-0.075,Q3,Q2
25,0.07875,0.10375,Q1,Q2
26,0.18125,-0.0975,Q4,Q1
27,-0.10125,-0.125,Q3,Q2
28,0.15125,-0.12875,Q4,Q4
29,0.09875,0.2225,Q1,Q1
30,0.2475,-0.28875,Q4,Q4
31,0.025,-0.0375,Q4,Q1
32,-0.23375,-0.0675,Q3,Q3
33,0.055,-0.07875,Q4,Q3
34,0.03,-0.03625,Q4,Q3
35,0.22125,0.10875,Q1,Q4
36,0.11875,0.23125,Q1,Q1
37,-0.055,-0.12875,Q3,Q3
38,0.2125,0.265,Q1,Q1
39,0.2425,-0.2825,Q4,Q4
40,0.245,0.0375,Q1,Q4
41,0.21125,-0.0375,Q4,Q3
42,-0.06375,-0.16125,Q3,Q4
43,0.2375,0.28375,Q1,Q1
44,0.1275,0.2675,Q1,Q2
45,-0.02875,-0.06,Q3,Q2
46,-0.08375,0.0775,Q2,Q2
47,0.11875,-0.19,Q4,Q3
48,-0.0675,-0.10375,Q3,Q2
49,0.20625,0.23875,Q1,Q1
50,-0.04125,-0.04875,Q3,Q3
51,-0.03375,-0.125,Q3,Q2
52,0.2075,-0.04375,Q4,Q4
53,0.0175,0.09,Q1,Q3
54,-0.0525,-0.16,Q3,Q4
55,0.2275,0.12625,Q1,Q3
56,0.11625,-0.07125,Q4,Q4
57,-0.1375,0.1425,Q2,Q2
58,-0.205,-0.1925,Q3,Q3
59,0.14,0.225,Q1,Q1
60,0.0525,-0.0525,Q4,Q4
61,0.2425,0.10375,Q1,Q4
62,0.225,0.21625,Q1,Q1
63,-0.115,-0.15,Q3,Q2
64,-0.07875,-0.1675,Q3,Q2
65,0.20625,0.1625,Q1,Q1
66,-0.16,0.14375,Q2,Q2
67,0.21875,0.2,Q1,Q1
68,0.1125,-0.16625,Q4,Q4
69,0.1475,-0.04,Q4,Q3
70,-0.09,-0.13875,Q3,Q3
71,0.16625,0.13625,Q1,Q1
72,-0.07875,0.08375,Q2,Q2
73,0.20375,-0.26,Q4,Q3
74,-0.22375,0.27125,Q2,Q2
75,0.07,0.0625,Q1,Q4
76,0.12125,0.05125,Q1,Q3
77,-0.06625,-0.22125,Q3,Q2
78,0.105,0.13875,Q1,Q1
79,-0.1275,-0.24625,Q3,Q3
80,0.21375,0.2125,Q1,Q1
81,0.1475,0.23,Q1,Q2
82,0.21625,-0.1225,Q4,Q4
83,0.06375,-0.21,Q4,Q4
84,-0.10625,-0.27,Q3,Q4
85,-0.0775,0.16,Q2,Q2
86,0.04125,0.09375,Q1,Q1
87,-0.04,-0.18125,Q3,Q2
88,0.17625,-0.26625,Q4,Q3
89,0.19375,0.07375,Q1,Q1
90,0.21125,0.2125,Q1,Q1
91,-0.235,-0.22875,Q3,Q4
92,0.12375,0.15625,Q1,Q3
93,0.155,0.1525,Q1,Q1
94,0.04,0.05375,Q1,Q4
95,-0.03875,-0.11,Q3,Q3
