,valence,arousal,part_quadrant,proj_quadrant
0,0.09375,-0.10625,Q4,Q3
1,-0.0475,0.1975,Q2,Q2
2,0.13,0.1875,Q1,Q1
3,0.12875,-0.1975,Q4,Q3
4,0.18625,0.28875,Q1,Q2
5,0.09,0.29375,Q1,Q2
6,0.085,0.32125,Q1,Q2
7,0.20625,0.18625,Q1,Q1
8,0.145,0.1125,Q1,Q1
9,0.0175,0.07625,Q1,Q2
10,0.095,-0.2175,Q4,Q4
11,0.20875,0.055,Q1,Q1
12,0.145,0.11375,Q1,Q1
13,0.06875,0.04375,Q1,Q3
14,0.0225,-0.29,Q4,Q4
15,0.23,0.04375,Q1,Q2
16,0.1375,0.0825,Q1,Q1
17,0.1525,-0.08875,Q4,Q4
18,0.2075,-0.19125,Q4,Q4
19,0.1575,-0.115,Q4,Q4
20,0.05,-0.035,Q4,Q3
21,0.12375,-0.05375,Q4,Q3
22,0.05875,-0.13125,Q4,Q3
23,0.115,-0.25875,Q4,Q4
24,0.15125,-0.21625,Q4,Q4
25,-0.02875,0.03,Q2,Q1
26,0.0375,-0.0375,Q4,Q4
27,0.10375,0.04875,Q1,Q1
28,0.04875,0.1425,Q1,Q2
29,0.035,-0.04625,Q4,Q4
30,0.2525,0.085,Q1,Q2
31,-0.035,-0.03375,Q3,Q4
32,0.07125,-0.115,Q4,Q4
33,0.0875,-0.1225,Q4,Q3
34,0.0825,0.23875,Q1,Q1
35,-0.1825,0.18375,Q2,Q3
36,0.1375,0.285,Q1,Q2
37,0.0575,0.17,Q1,Q2
38,0.05875,-0.11,Q4,Q3
39,0.02875,-0.125,Q4,Q3
40,0.08,-0.19375,Q4,Q4
41,0.13375,0.25875,Q1,Q2
42,0.0375,-0.0475,Q4,Q3
43,0.16875,0.10625,Q1,Q1
44,0.10125,0.2025,Q1,Q1
45,0.215,0.2675,Q1,Q2
46,0.165,-0.0225,Q4,Q1
47,0.0725,-0.11625,Q4,Q3
48,0.02375,0.105,Q1,Q2
49,0.01625,0.16,Q1,Q2
50,0.0275,-0.0625,Q4,Q3
51,0.07125,-0.0875,Q4,Q4
52,0.065,0.185,Q1,Q2
53,0.12375,0.12375,Q1,Q4
54,0.12125,0.09625,Q1,Q4
55,0.095,0.26625,Q1,Q2
56,0.13,0.055,Q1,Q1
57,0.07125,0.0875,Q1,Q1
58,0.04875,-0.245,Q4,Q4
59,0.0325,0.01875,Q1,Q3
60,0.12625,-0.035,Q4,Q3
61,0.03625,-0.10625,Q4,Q3
62,0.06125,0.0675,Q1,Q1
63,0.02375,0.25,Q1,Q2
64,-0.035,0.02,Q2,Q3
65,0.1575,0.0575,Q1,Q4
66,0.04875,-0.08,Q4,Q4
67,0.2125,0.08375,Q1,Q3
68,0.065,0.14625,Q1,Q1
69,0.155,0.15125,Q1,Q1
70,0.22,0.25875,Q1,Q1
71,0.00375,0.265,Q1,Q2
72,0.14375,0.18375,Q1,Q1
73,0.0675,-0.12875,Q4,Q3
74,0.1475,-0.27875,Q4,Q4
75,0.1125,-0.0425,Q4,Q3
76,0.1375,0.0225,Q1,Q3
77,0.0725,-0.20625,Q4,Q4
78,0.01625,0.2025,Q1,Q2
79,0.0125,-0.0375,Q4,Q1
80,0.09125,0.08,Q1,Q1
81,0.115,-0.14125,Q4,Q4
82,0.0775,-0.08375,Q4,Q3
83,0.30125,-0.07625,Q4,Q1
84,0.09875,-0.19125,Q4,Q3
85,0.03125,0.06375,Q1,Q1
86,0.055,0.21875,Q1,Q2
87,0.13375,0.11125,Q1,Q1
88,-0.0325,0.2925,Q2,Q2
89,0.14,-0.04875,Q4,Q4
90,0.0925,0.21375,Q1,Q2
91,0.19625,-0.24125,Q4,Q3
92,0.16,0.04,Q1,Q4
93,0.0825,0.26375,Q1,Q2
94,0.21625,0.09,Q1,Q4
95,-0.08625,0.04125,Q2,Q2
