,valence,arousal,part_quadrant,proj_quadrant
0,0.16125,-0.19125,Q4,Q3
1,-0.2825,0.32875,Q2,Q2
2,0.29875,0.085,Q1,Q1
3,0.27875,0.3225,Q1,Q1
4,0.17,-0.32,Q4,Q4
5,0.25125,0.32,Q1,Q1
6,0.16,-0.2,Q4,Q4
7,-0.28875,0.32125,Q2,Q2
8,0.28875,0.325,Q1,Q1
9,0.29375,-0.31375,Q4,Q4
10,0.14875,0.21125,Q1,Q3
11,0.1575,-0.1975,Q4,Q4
12,0.06125,0.00125,Q1,Q4
13,0.125,-0.175,Q4,Q3
14,-0.27875,0.3325,Q2,Q2
15,0.17875,-0.24125,Q4,Q1
16,-0.29,0.34125,Q2,Q2
17,0.12875,0.3275,Q1,Q1
18,-0.16875,-0.3225,Q3,Q3
19,-0.29375,0.33125,Q2,Q2
20,-0.02875,-0.32875,Q3,Q3
21,0.06,0.05875,Q1,Q3
22,0.055,-0.0575,Q4,Q4
23,-0.28125,0.32,Q2,Q2
24,0.16,-0.33,Q4,Q4
25,-0.19625,-0.19875,Q3,Q3
26,-0.10875,-0.08625,Q3,Q4
27,-0.16875,-0.045,Q3,Q3
28,-0.2825,0.31375,Q2,Q2
29,0.1625,0.07375,Q1,Q1
30,-0.06875,0.07,Q2,Q2
31,0.17375,-0.17875,Q4,Q4
32,-0.18375,-0.17,Q3,Q3
33,-0.16625,-0.10375,Q3,Q3
34,-0.1575,0.1775,Q2,Q1
35,0.14625,0.1175,Q1,Q4
36,0.1525,-0.275,Q4,Q3
37,-0.13125,-0.15875,Q3,Q3
38,-0.29125,0.315,Q2,Q2
39,0.28125,0.335,Q1,Q1
40,-0.29625,0.33,Q2,Q2
41,0.2825,-0.0325,Q4,Q1
42,0.1475,0.1725,Q1,Q1
43,-0.295,0.325,Q2,Q2
44,0.155,0.0925,Q1,Q1
45,0.21,-0.1075,Q4,Q4
46,-0.28875,0.3175,Q2,Q2
47,-0.24625,-0.06,Q3,Q4
48,0.27375,-0.115,Q4,Q1
49,0.15625,0.175,Q1,Q1
50,-0.16375,-0.3075,Q3,Q3
51,0.155,0.0775,Q1,Q1
52,-0.17375,-0.05125,Q3,Q3
53,-0.04875,-0.0375,Q3,Q3
54,0.15875,0.04625,Q1,Q1
55,-0.045,0.3325,Q2,Q2
56,-0.05625,-0.32625,Q3,Q4
57,0.2325,-0.31875,Q4,Q4
58,-0.285,0.32375,Q2,Q2
59,-0.16625,-0.1925,Q3,Q3
60,-0.30125,0.325,Q2,Q2
61,-0.27875,-0.30625,Q3,Q3
62,-0.12125,-0.1,Q3,Q4
63,0.085,-0.0925,Q4,Q4
64,-0.0725,-0.05875,Q3,Q4
65,0.0725,0.065,Q1,Q1
66,-0.05375,-0.05625,Q3,Q3
67,-0.30875,0.34,Q2,Q2
68,-0.29875,0.33625,Q2,Q2
69,0.155,0.1725,Q1,Q1
70,-0.17625,-0.18875,Q3,Q4
71,-0.30375,0.33375,Q2,Q2
72,0.1475,0.10125,Q1,Q1
73,0.14625,0.10125,Q1,Q1
74,0.09375,-0.08125,Q4,Q4
75,0.235,0.0625,Q1,Q1
76,-0.16375,-0.145,Q3,Q3
77,-0.3025,0.33125,Q2,Q2
78,-0.175,-0.1025,Q3,Q4
79,-0.1625,-0.25375,Q3,Q3
80,0.1525,-0.125,Q4,Q4
81,-0.27875,0.33875,Q2,Q2
82,0.115,-0.10375,Q4,Q3
83,0.09375,0.07625,Q1,Q1
84,-0.11,0.1025,Q2,Q1
85,-0.1725,-0.18625,Q3,Q3
86,-0.16375,0.17625,Q2,Q2
87,-0.2875,-0.3225,Q3,Q4
88,-0.29875,0.33375,Q2,Q2
89,0.15125,0.18125,Q1,Q4
90,0.16125,-0.11,Q4,Q1
91,-0.2925,0.32875,Q2,Q2
92,-0.295,0.3375,Q2,Q2
93,-0.16,-0.23,Q3,Q3
94,0.01625,-0.17375,Q4,Q4
95,-0.08375,-0.05625,Q3,Q3
