,valence,arousal,part_quadrant,proj_quadrant
0,0.23888889,0.17777778,Q1,Q1
1,-0.07037037,-0.25462964,Q3,Q3
2,-0.041666668,0.19722222,Q2,Q2
3,0.026851851,0.1574074,Q1,Q1
4,-0.16296296,0.2935185,Q2,Q2
5,0.2175926,0.225,Q1,Q1
6,0.21018519,-0.15,Q4,Q4
7,0.073148146,0.24722221,Q1,Q2
8,-0.13611111,-0.21296297,Q3,Q3
9,-0.1388889,-0.21111111,Q3,Q3
10,-0.13333334,-0.23518519,Q3,Q4
11,-0.16574074,-0.23796296,Q3,Q3
12,0.03425926,-0.22037037,Q4,Q4
13,0.17314816,0.06111111,Q1,Q1
14,-0.075,-0.29259259,Q3,Q3
15,-0.048148148,0.2685185,Q2,Q1
16,-0.046296295,-0.25925925,Q3,Q4
17,-0.021296296,0.31296295,Q2,Q2
18,-0.073148146,-0.025925925,Q3,Q1
19,-0.050925925,-0.30833334,Q3,Q4
20,-0.20833333,-0.32037038,Q3,Q3
21,0.08055556,-0.2175926,Q4,Q4
22,-0.13333334,-0.05277778,Q3,Q2
23,-0.17222223,0.31296295,Q2,Q2
24,-0.25,-0.29259259,Q3,Q3
25,0.08148148,0.2,Q1,Q2
26,-0.06481481,0.10925926,Q2,Q2
27,0.03888889,0.23518519,Q1,Q1
28,-0.043518517,-0.21018519,Q3,Q4
29,-0.24166666,-0.25833333,Q3,Q3
30,-0.20925926,-0.06759259,Q3,Q3
31,-0.07685185,-0.09907407,Q3,Q3
32,0.21851853,0.18055555,Q1,Q1
33,0.27592593,-0.28796297,Q4,Q4
34,-0.13240741,-0.2712963,Q3,Q4
35,-0.12592593,0.30092594,Q2,Q2
36,-0.010185185,-0.23425926,Q3,Q4
37,-0.09166667,0.27685186,Q2,Q2
38,0.018518519,-0.21388888,Q4,Q4
39,-0.044444446,0.3074074,Q2,Q1
40,0.2712963,0.31296295,Q1,Q1
41,0.050925925,0.24166666,Q1,Q2
42,0.041666668,0.24074075,Q1,Q1
43,-0.075,-0.26018518,Q3,Q4
44,0.12962963,-0.28703704,Q4,Q1
45,-0.1574074,0.29166666,Q2,Q2
46,-0.13981481,-0.19351852,Q3,Q3
47,-0.036111113,-0.17685185,Q3,Q3
48,-0.09074074,0.2574074,Q2,Q2
49,-0.23981482,-0.25092593,Q3,Q3
50,-0.05648148,-0.21388888,Q3,Q4
51,-0.19351852,0.29074073,Q2,Q2
52,-0.28703704,0.25648147,Q2,Q2
53,-0.06944445,-0.053703703,Q3,Q2
54,0.09166667,0.06851852,Q1,Q1
55,-0.2361111,-0.29722223,Q3,Q3
56,-0.29074073,-0.28703704,Q3,Q3
57,-0.05462963,-0.05740741,Q3,Q4
58,0.07962963,0.12314815,Q1,Q2
59,0.21296297,0.21574074,Q1,Q1
60,0.21666667,-0.060185187,Q4,Q1
61,0.1,-0.3037037,Q4,Q3
62,-0.12222222,-0.27314815,Q3,Q4
63,0.06388889,0.17685185,Q1,Q1
64,-0.07685185,-0.21944444,Q3,Q4
65,-0.08796296,0.25648147,Q2,Q2
66,-0.047222223,-0.019444445,Q3,Q3
67,0.18240741,0.20833333,Q1,Q1
68,-0.026851851,0.19537038,Q2,Q1
69,0.1388889,-0.19722222,Q4,Q4
70,-0.1712963,-0.18703704,Q3,Q4
71,-0.2777778,-0.11018518,Q3,Q3
72,-0.06481481,-0.3175926,Q3,Q3
73,-0.05462963,-0.04537037,Q3,Q1
74,0.09351852,-0.08148148,Q4,Q4
75,-0.26203704,0.2462963,Q2,Q2
76,-0.053703703,0.085185185,Q2,Q1
77,-0.28333333,0.29907408,Q2,Q2
78,-0.10462963,-0.21203704,Q3,Q3
79,0.20555556,-0.10925926,Q4,Q4
80,-0.20462963,0.32685184,Q2,Q2
81,-0.050925925,0.26018518,Q2,Q2
82,0.20925926,0.21944444,Q1,Q1
83,0.047222223,0.22314815,Q1,Q1
84,0.035185184,0.21018519,Q1,Q1
85,-0.058333334,0.2537037,Q2,Q2
86,-0.08611111,-0.18055555,Q3,Q3
87,-0.15277778,-0.3,Q3,Q3
88,-0.23703703,-0.050925925,Q3,Q2
89,0.117592596,-0.33333334,Q4,Q4
90,-0.24814814,-0.25925925,Q3,Q3
91,0.05925926,-0.2685185,Q4,Q4
92,0.17592593,-0.072222225,Q4,Q4
93,0.22222222,-0.18611111,Q4,Q4
94,-0.17870371,-0.12592593,Q3,Q3
95,0.21851853,0.23796296,Q1,Q1
