,valence,arousal,part_quadrant,proj_quadrant
0,0.1325,0.0775,Q1,Q4
1,-0.14875,0.13,Q2,Q2
2,0.24,-0.2375,Q4,Q3
3,0.12875,-0.1775,Q4,Q1
4,-0.1925,-0.18125,Q3,Q4
5,-0.1325,-0.21375,Q3,Q3
6,0.185,0.12625,Q1,Q1
7,0.13625,-0.1875,Q4,Q3
8,-0.16,0.14,Q2,Q3
9,0.23375,0.13875,Q1,Q1
10,0.1975,0.1225,Q1,Q1
11,-0.0825,-0.17,Q3,Q4
12,-0.13625,-0.16625,Q3,Q4
13,-0.08,0.1625,Q2,Q2
14,0.1675,0.15,Q1,Q1
15,0.14625,-0.16875,Q4,Q4
16,-0.16125,0.1525,Q2,Q2
17,-0.16875,0.11375,Q2,Q2
18,0.125,-0.115,Q4,Q3
19,0.21125,0.14875,Q1,Q4
20,-0.1175,0.10125,Q2,Q2
21,0.175,0.2,Q1,Q2
22,0.12875,0.13375,Q1,Q1
23,-0.04125,-0.2825,Q3,Q3
24,0.12875,-0.1875,Q4,Q4
25,0.14,-0.18375,Q4,Q1
26,0.185,-0.1975,Q4,Q4
27,-0.09375,0.08875,Q2,Q2
28,0.22875,0.095,Q1,Q1
29,0.04375,0.12875,Q1,Q3
30,0.11125,-0.2475,Q4,Q3
31,-0.10625,-0.195,Q3,Q3
32,-0.06,0.1,Q2,Q2
33,0.125,0.09375,Q1,Q1
34,-0.135,-0.265,Q3,Q4
35,0.17875,-0.13875,Q4,Q4
36,-0.05875,-0.28,Q3,Q4
37,0.26125,0.00625,Q1,Q3
38,-0.10625,0.19625,Q2,Q2
39,-0.05625,0.13,Q2,Q2
40,0.2475,0.17125,Q1,Q1
41,0.19,0.13,Q1,Q1
42,0.1575,-0.0925,Q4,Q3
43,-0.03625,-0.1325,Q3,Q4
44,0.1325,0.1325,Q1,Q2
45,0.24,0.16,Q1,Q1
46,-0.16375,0.14,Q2,Q2
47,-0.14625,-0.145,Q3,Q3
48,0.12375,0.11375,Q1,Q1
49,-0.085,-0.11125,Q3,Q3
50,0.19875,0.08,Q1,Q1
51,-0.0325,0.1225,Q2,Q2
52,0.15125,-0.11375,Q4,Q4
53,-0.20625,-0.045,Q3,Q3
54,0.17625,0.17125,Q1,Q1
55,0.235,0.16625,Q1,Q2
56,-0.05,-0.17625,Q3,Q3
57,0.19,0.08875,Q1,Q1
58,0.15375,-0.14125,Q4,Q4
59,0.12375,-0.05875,Q4,Q4
60,0.18625,-0.18,Q4,Q4
61,0.1325,0.12625,Q1,Q2
62,-0.19875,-0.185,Q3,Q2
63,0.14,0.10875,Q1,Q2
64,-0.18125,-0.1975,Q3,Q3
65,0.22875,0.08625,Q1,Q1
66,0.18,0.14,Q1,Q1
67,-0.1425,-0.17,Q3,Q4
68,-0.0525,-0.2125,Q3,Q3
69,0.26375,0.17125,Q1,Q4
70,0.185,-0.25375,Q4,Q3
71,-0.11,0.09,Q2,Q2
72,0.1925,0.07375,Q1,Q1
73,-0.14125,0.065,Q2,Q2
74,0.1975,0.09125,Q1,Q2
75,0.2025,0.1075,Q1,Q1
76,0.1575,-0.18125,Q4,Q3
77,0.17125,-0.11625,Q4,Q1
78,0.10875,-0.12875,Q4,Q4
79,0.195,0.195,Q1,Q1
80,-0.12625,-0.1275,Q3,Q4
81,-0.0825,0.155,Q2,Q2
82,-0.2575,-0.1525,Q3,Q4
83,-0.22,-0.17625,Q3,Q4
84,-0.145,0.17125,Q2,Q2
85,-0.17625,-0.1775,Q3,Q3
86,-0.13625,-0.1675,Q3,Q3
87,-0.06,-0.15875,Q3,Q4
88,-0.0625,-0.16125,Q3,Q3
89,-0.0975,-0.17625,Q3,Q3
90,0.20375,0.1325,Q1,Q1
91,0.16,0.0775,Q1,Q2
92,0.1975,0.14625,Q1,Q2
93,0.205,0.18375,Q1,Q1
94,-0.1775,-0.24375,Q3,Q3
95,0.22875,-0.18875,Q4,Q4
