,valence,arousal
0,0.15714285714285714,0.15428571428571428
1,-0.05333333333333334,-0.07047619047619047
2,0.10857142857142857,-0.02666666666666667
3,0.0838095238095238,-0.13428571428571429
4,0.2123809523809524,0.05047619047619047
5,0.05523809523809524,-0.1980952380952381
6,0.0419047619047619,-0.08476190476190476
7,0.025714285714285714,0.1361904761904762
8,0.18476190476190477,0.05238095238095238
9,0.054285714285714284,-0.3028571428571429
10,0.06761904761904762,-0.3028571428571429
11,0.2342857142857143,0.19333333333333333
12,0.17047619047619048,0.18
13,0.2123809523809524,0.05619047619047619
14,-0.024761904761904763,-0.2838095238095238
15,0.2123809523809524,0.03619047619047619
16,0.15428571428571428,-0.30952380952380953
17,-0.06285714285714286,-0.08666666666666667
18,0.06666666666666667,-0.06666666666666667
19,0.05333333333333334,-0.21333333333333335
20,0.22952380952380952,-0.06
21,0.2523809523809524,0.10476190476190476
22,0.25047619047619046,0.10666666666666667
23,0.26666666666666666,0.16
24,0.2219047619047619,0.1980952380952381
25,0.21619047619047618,-0.08
26,0.06857142857142857,0.1019047619047619
27,0.14952380952380953,-0.17809523809523808
28,0.21428571428571427,-0.058095238095238096
29,0.2276190476190476,-0.06952380952380953
30,0.18285714285714286,0.21904761904761905
31,0.1380952380952381,-0.0419047619047619
32,0.14857142857142858,-0.08761904761904762
33,0.07428571428571429,0.11238095238095239
34,0.22380952380952382,-0.06571428571428571
35,0.2019047619047619,0.24857142857142858
36,0.08857142857142856,-0.27714285714285714
37,0.07142857142857142,-0.22285714285714286
38,0.23809523809523808,-0.05619047619047619
39,0.24095238095238095,0.08761904761904762
40,0.14761904761904762,-0.07809523809523809
41,-0.04857142857142857,-0.04380952380952381
42,0.21142857142857144,0.14761904761904762
43,0.11142857142857143,0.23714285714285716
44,0.06380952380952382,-0.2342857142857143
45,0.24761904761904763,-0.049523809523809526
46,0.15904761904761905,-0.1380952380952381
47,0.24285714285714285,0.06857142857142857
48,0.16285714285714287,0.21619047619047618
49,0.09142857142857143,-0.10857142857142857
50,0.20761904761904762,0.2361904761904762
51,0.21714285714285714,-0.10952380952380952
52,0.24761904761904763,-0.09428571428571429
53,0.07523809523809524,0.15333333333333332
54,0.2619047619047619,0.26285714285714284
55,0.23333333333333334,-0.08571428571428572
56,0.23809523809523808,0.07809523809523809
57,0.23238095238095238,0.24952380952380954
58,0.2761904761904762,-0.08476190476190476
59,-0.05142857142857143,-0.058095238095238096
60,0.1676190476190476,-0.07809523809523809
61,0.24952380952380954,0.09904761904761905
62,0.21523809523809523,-0.06380952380952382
63,0.24,-0.08095238095238096
64,0.25333333333333335,-0.08476190476190476
65,0.2361904761904762,0.08666666666666667
66,0.22857142857142856,0.2542857142857143
67,0.24,-0.049523809523809526
68,-0.04476190476190476,-0.05238095238095238
69,0.26,-0.07904761904761905
70,0.24857142857142858,0.10571428571428572
71,0.11142857142857143,-0.05333333333333334
72,0.13238095238095238,-0.06190476190476191
73,0.05714285714285714,-0.3038095238095238
74,0.2419047619047619,0.06285714285714286
75,0.2276190476190476,0.05333333333333334
76,0.22952380952380952,0.10380952380952381
77,0.2342857142857143,-0.07238095238095238
78,0.07428571428571429,-0.30095238095238097
79,0.06952380952380953,-0.3019047619047619
80,0.20666666666666667,0.05523809523809524
81,-0.05333333333333334,-0.05714285714285714
82,0.2438095238095238,0.025714285714285714
83,0.1295238095238095,-0.04666666666666667
84,0.08095238095238096,0.11904761904761904
85,0.1295238095238095,0.06571428571428571
86,0.16476190476190475,-0.07523809523809524
87,0.06666666666666667,0.16380952380952382
88,0.15619047619047619,-0.18571428571428572
89,0.12,-0.30095238095238097
90,0.16,0.05238095238095238
91,0.15523809523809523,0.23142857142857143
92,0.1980952380952381,0.039047619047619046
93,0.2361904761904762,0.14285714285714285
94,0.07333333333333333,-0.08761904761904762
95,0.1657142857142857,0.058095238095238096
